sample_idx,y_true,modelo,pred_baseline,conf_baseline,pred_llm,pred_ensemble,switched_to_llm,group
239,1,RandomForest,1,0.56,1,1,True,MAR_airquality_ozone
240,1,RandomForest,2,0.52,2,2,True,MAR_airquality_ozone
241,1,RandomForest,2,0.51,2,2,True,MAR_airquality_ozone
242,1,RandomForest,2,0.555,1,1,True,MAR_airquality_ozone
243,1,RandomForest,2,0.51,2,2,True,MAR_airquality_ozone
244,1,RandomForest,2,0.7475,2,2,False,MAR_airquality_ozone
245,1,RandomForest,2,0.4675,1,1,True,MAR_airquality_ozone
246,1,RandomForest,2,0.655,2,2,False,MAR_airquality_ozone
247,1,RandomForest,1,0.465,1,1,True,MAR_airquality_ozone
248,1,RandomForest,2,0.6425,2,2,False,MAR_airquality_ozone
249,1,RandomForest,2,0.6625,2,2,False,MAR_airquality_ozone
250,1,RandomForest,2,0.6275,2,2,False,MAR_airquality_ozone
251,1,RandomForest,1,0.4875,1,1,True,MAR_airquality_ozone
252,1,RandomForest,2,0.5525,2,2,True,MAR_airquality_ozone
253,1,RandomForest,2,0.6,2,2,False,MAR_airquality_ozone
254,1,RandomForest,2,0.525,2,2,True,MAR_airquality_ozone
255,1,RandomForest,2,0.5475,2,2,True,MAR_airquality_ozone
256,1,RandomForest,2,0.595,2,2,True,MAR_airquality_ozone
257,1,RandomForest,1,0.48,2,2,True,MAR_airquality_ozone
258,1,RandomForest,1,0.49,1,1,True,MAR_airquality_ozone
259,1,RandomForest,2,0.635,2,2,False,MAR_airquality_ozone
260,1,RandomForest,2,0.7525,2,2,False,MAR_airquality_ozone
261,1,RandomForest,1,0.46,1,1,True,MAR_airquality_ozone
262,1,RandomForest,2,0.6675,2,2,False,MAR_airquality_ozone
263,1,RandomForest,1,0.55,1,1,True,MAR_airquality_ozone
264,1,RandomForest,2,0.69,2,2,False,MAR_airquality_ozone
265,1,RandomForest,2,0.705,2,2,False,MAR_airquality_ozone
266,1,RandomForest,2,0.535,2,2,True,MAR_airquality_ozone
267,1,RandomForest,2,0.51,1,1,True,MAR_airquality_ozone
268,1,RandomForest,1,0.6375,1,1,False,MAR_airquality_ozone
269,1,RandomForest,2,0.5925,2,2,True,MAR_airquality_ozone
270,1,RandomForest,1,0.5,1,1,True,MAR_airquality_ozone
271,1,RandomForest,2,0.5675,2,2,True,MAR_airquality_ozone
272,1,RandomForest,2,0.605,2,2,False,MAR_airquality_ozone
273,1,RandomForest,1,0.4625,2,2,True,MAR_airquality_ozone
274,1,RandomForest,1,0.485,1,1,True,MAR_airquality_ozone
275,1,RandomForest,2,0.495,1,1,True,MAR_airquality_ozone
276,1,RandomForest,1,0.51,1,1,True,MAR_airquality_ozone
277,1,RandomForest,0,0.46,0,0,True,MAR_airquality_ozone
278,1,RandomForest,2,0.555,2,2,True,MAR_airquality_ozone
279,1,RandomForest,2,0.5325,2,2,True,MAR_airquality_ozone
280,1,RandomForest,2,0.475,1,1,True,MAR_airquality_ozone
281,1,RandomForest,2,0.575,2,2,True,MAR_airquality_ozone
632,1,RandomForest,2,0.7325,2,2,False,MAR_sick_tsh
633,1,RandomForest,2,0.7475,2,2,False,MAR_sick_tsh
634,1,RandomForest,2,0.82,2,2,False,MAR_sick_tsh
635,1,RandomForest,2,0.81,2,2,False,MAR_sick_tsh
636,1,RandomForest,2,0.6025,2,2,False,MAR_sick_tsh
637,1,RandomForest,2,0.7475,2,2,False,MAR_sick_tsh
638,1,RandomForest,2,0.5925,2,2,True,MAR_sick_tsh
639,1,RandomForest,2,0.4425,2,2,True,MAR_sick_tsh
640,1,RandomForest,2,0.7475,2,2,False,MAR_sick_tsh
641,1,RandomForest,2,0.83,2,2,False,MAR_sick_tsh
642,1,RandomForest,2,0.8275,2,2,False,MAR_sick_tsh
643,1,RandomForest,2,0.72,2,2,False,MAR_sick_tsh
644,1,RandomForest,2,0.6625,2,2,False,MAR_sick_tsh
645,1,RandomForest,2,0.74,2,2,False,MAR_sick_tsh
646,1,RandomForest,2,0.5725,2,2,True,MAR_sick_tsh
647,1,RandomForest,2,0.72,2,2,False,MAR_sick_tsh
648,1,RandomForest,2,0.75,2,2,False,MAR_sick_tsh
649,1,RandomForest,2,0.8075,2,2,False,MAR_sick_tsh
650,1,RandomForest,2,0.67,2,2,False,MAR_sick_tsh
651,1,RandomForest,2,0.92,2,2,False,MAR_sick_tsh
652,1,RandomForest,2,0.8975,2,2,False,MAR_sick_tsh
653,1,RandomForest,2,0.71,2,2,False,MAR_sick_tsh
654,1,RandomForest,2,0.9025,2,2,False,MAR_sick_tsh
655,1,RandomForest,2,0.715,2,2,False,MAR_sick_tsh
656,1,RandomForest,2,0.7275,2,2,False,MAR_sick_tsh
657,1,RandomForest,2,0.7425,2,2,False,MAR_sick_tsh
658,1,RandomForest,2,0.745,2,2,False,MAR_sick_tsh
659,1,RandomForest,2,0.825,2,2,False,MAR_sick_tsh
660,1,RandomForest,2,0.825,2,2,False,MAR_sick_tsh
661,1,RandomForest,2,0.635,2,2,False,MAR_sick_tsh
662,1,RandomForest,2,0.7125,2,2,False,MAR_sick_tsh
663,1,RandomForest,2,0.845,2,2,False,MAR_sick_tsh
664,1,RandomForest,2,0.6775,2,2,False,MAR_sick_tsh
665,1,RandomForest,2,0.6725,2,2,False,MAR_sick_tsh
666,1,RandomForest,2,0.775,2,2,False,MAR_sick_tsh
667,1,RandomForest,2,0.7575,2,2,False,MAR_sick_tsh
668,1,RandomForest,2,0.725,2,2,False,MAR_sick_tsh
669,1,RandomForest,2,0.7175,2,2,False,MAR_sick_tsh
670,1,RandomForest,2,0.79,2,2,False,MAR_sick_tsh
671,1,RandomForest,2,0.7,2,2,False,MAR_sick_tsh
672,1,RandomForest,2,0.695,2,2,False,MAR_sick_tsh
673,1,RandomForest,2,0.87,2,2,False,MAR_sick_tsh
674,1,RandomForest,2,0.5725,2,2,True,MAR_sick_tsh
675,1,RandomForest,2,0.7925,2,2,False,MAR_sick_tsh
676,1,RandomForest,2,0.7925,2,2,False,MAR_sick_tsh
677,1,RandomForest,2,0.78,2,2,False,MAR_sick_tsh
678,1,RandomForest,2,0.7825,2,2,False,MAR_sick_tsh
679,1,RandomForest,2,0.8425,2,2,False,MAR_sick_tsh
680,1,RandomForest,2,0.6125,2,2,False,MAR_sick_tsh
681,1,RandomForest,2,0.775,2,2,False,MAR_sick_tsh
682,1,RandomForest,1,0.805,1,1,False,MAR_titanic_age
683,1,RandomForest,1,0.6675,1,1,False,MAR_titanic_age
684,1,RandomForest,1,0.82,1,1,False,MAR_titanic_age
685,1,RandomForest,1,0.86,1,1,False,MAR_titanic_age
686,1,RandomForest,2,0.5825,2,2,True,MAR_titanic_age
687,1,RandomForest,1,0.805,1,1,False,MAR_titanic_age
688,1,RandomForest,1,0.9325,1,1,False,MAR_titanic_age
689,1,RandomForest,1,0.625,1,1,False,MAR_titanic_age
690,1,RandomForest,1,0.61,1,1,False,MAR_titanic_age
691,1,RandomForest,1,0.7625,1,1,False,MAR_titanic_age
692,1,RandomForest,1,0.905,1,1,False,MAR_titanic_age
693,1,RandomForest,1,0.7675,1,1,False,MAR_titanic_age
694,1,RandomForest,1,0.7825,1,1,False,MAR_titanic_age
695,1,RandomForest,1,0.785,1,1,False,MAR_titanic_age
696,1,RandomForest,1,0.7525,1,1,False,MAR_titanic_age
697,1,RandomForest,1,0.755,1,1,False,MAR_titanic_age
698,1,RandomForest,1,0.8075,1,1,False,MAR_titanic_age
699,1,RandomForest,1,0.7725,1,1,False,MAR_titanic_age
700,1,RandomForest,1,0.7025,1,1,False,MAR_titanic_age
701,1,RandomForest,1,0.8475,1,1,False,MAR_titanic_age
702,1,RandomForest,1,0.555,1,1,True,MAR_titanic_age
703,1,RandomForest,1,0.7425,1,1,False,MAR_titanic_age
704,1,RandomForest,1,0.785,1,1,False,MAR_titanic_age
705,1,RandomForest,1,0.895,1,1,False,MAR_titanic_age
706,1,RandomForest,1,0.5825,1,1,True,MAR_titanic_age
707,1,RandomForest,1,0.8125,1,1,False,MAR_titanic_age
708,1,RandomForest,1,0.7525,1,1,False,MAR_titanic_age
709,1,RandomForest,1,0.795,1,1,False,MAR_titanic_age
710,1,RandomForest,1,0.7475,1,1,False,MAR_titanic_age
711,1,RandomForest,1,0.4825,2,2,True,MAR_titanic_age
712,1,RandomForest,1,0.7625,1,1,False,MAR_titanic_age
713,1,RandomForest,1,0.6675,1,1,False,MAR_titanic_age
714,1,RandomForest,1,0.4925,1,1,True,MAR_titanic_age
715,1,RandomForest,1,0.7375,1,1,False,MAR_titanic_age
716,1,RandomForest,1,0.835,1,1,False,MAR_titanic_age
717,1,RandomForest,2,0.655,2,2,False,MAR_titanic_age
718,1,RandomForest,1,0.515,1,1,True,MAR_titanic_age
719,1,RandomForest,1,0.9475,1,1,False,MAR_titanic_age
720,1,RandomForest,1,0.8375,1,1,False,MAR_titanic_age
721,1,RandomForest,1,0.8,1,1,False,MAR_titanic_age
722,1,RandomForest,1,0.94,1,1,False,MAR_titanic_age
723,1,RandomForest,1,0.685,1,1,False,MAR_titanic_age
724,1,RandomForest,1,0.8575,1,1,False,MAR_titanic_age
725,1,RandomForest,1,0.905,1,1,False,MAR_titanic_age
726,1,RandomForest,1,0.8025,1,1,False,MAR_titanic_age
727,1,RandomForest,1,0.9225,1,1,False,MAR_titanic_age
728,1,RandomForest,1,0.915,1,1,False,MAR_titanic_age
729,1,RandomForest,1,0.7725,1,1,False,MAR_titanic_age
730,1,RandomForest,1,0.755,1,1,False,MAR_titanic_age
731,1,RandomForest,1,0.605,1,1,False,MAR_titanic_age
832,2,RandomForest,2,0.53,2,2,True,MNAR_colic_refluxph
833,2,RandomForest,1,0.3725,1,1,True,MNAR_colic_refluxph
834,2,RandomForest,1,0.7275,1,1,False,MNAR_colic_refluxph
835,2,RandomForest,2,0.5025,1,1,True,MNAR_colic_refluxph
836,2,RandomForest,1,0.565,1,1,True,MNAR_colic_refluxph
837,2,RandomForest,1,0.5375,1,1,True,MNAR_colic_refluxph
838,2,RandomForest,1,0.5425,2,2,True,MNAR_colic_refluxph
839,2,RandomForest,2,0.445,2,2,True,MNAR_colic_refluxph
840,2,RandomForest,1,0.685,1,1,False,MNAR_colic_refluxph
841,2,RandomForest,1,0.615,1,1,False,MNAR_colic_refluxph
842,2,RandomForest,2,0.5275,2,2,True,MNAR_colic_refluxph
843,2,RandomForest,1,0.6,1,1,False,MNAR_colic_refluxph
844,2,RandomForest,1,0.56,1,1,True,MNAR_colic_refluxph
845,2,RandomForest,1,0.795,1,1,False,MNAR_colic_refluxph
846,2,RandomForest,1,0.68,1,1,False,MNAR_colic_refluxph
847,2,RandomForest,1,0.5275,2,2,True,MNAR_colic_refluxph
848,2,RandomForest,1,0.7,1,1,False,MNAR_colic_refluxph
849,2,RandomForest,2,0.6025,2,2,False,MNAR_colic_refluxph
850,2,RandomForest,1,0.59,1,1,True,MNAR_colic_refluxph
851,2,RandomForest,1,0.54,1,1,True,MNAR_colic_refluxph
852,2,RandomForest,1,0.545,1,1,True,MNAR_colic_refluxph
853,2,RandomForest,2,0.6975,2,2,False,MNAR_colic_refluxph
854,2,RandomForest,1,0.5625,1,1,True,MNAR_colic_refluxph
855,2,RandomForest,2,0.53,2,2,True,MNAR_colic_refluxph
856,2,RandomForest,2,0.49,1,1,True,MNAR_colic_refluxph
857,2,RandomForest,2,0.7225,2,2,False,MNAR_colic_refluxph
858,2,RandomForest,1,0.52,1,1,True,MNAR_colic_refluxph
859,2,RandomForest,1,0.525,1,1,True,MNAR_colic_refluxph
860,2,RandomForest,1,0.5675,1,1,True,MNAR_colic_refluxph
861,2,RandomForest,1,0.5,1,1,True,MNAR_colic_refluxph
862,2,RandomForest,0,0.5925,0,0,True,MNAR_colic_refluxph
863,2,RandomForest,1,0.6925,1,1,False,MNAR_colic_refluxph
864,2,RandomForest,2,0.5675,2,2,True,MNAR_colic_refluxph
865,2,RandomForest,1,0.5625,1,1,True,MNAR_colic_refluxph
866,2,RandomForest,2,0.5,2,2,True,MNAR_colic_refluxph
867,2,RandomForest,1,0.49,1,1,True,MNAR_colic_refluxph
868,2,RandomForest,2,0.51,1,1,True,MNAR_colic_refluxph
869,2,RandomForest,1,0.5925,1,1,True,MNAR_colic_refluxph
870,2,RandomForest,1,0.605,1,1,False,MNAR_colic_refluxph
871,2,RandomForest,1,0.51,1,1,True,MNAR_colic_refluxph
872,2,RandomForest,1,0.525,1,1,True,MNAR_colic_refluxph
873,2,RandomForest,1,0.4475,1,1,True,MNAR_colic_refluxph
874,2,RandomForest,1,0.49,1,1,True,MNAR_colic_refluxph
875,2,RandomForest,1,0.595,2,2,True,MNAR_colic_refluxph
876,2,RandomForest,1,0.5775,1,1,True,MNAR_colic_refluxph
877,2,RandomForest,0,0.3925,2,2,True,MNAR_colic_refluxph
878,2,RandomForest,1,0.5475,1,1,True,MNAR_colic_refluxph
879,2,RandomForest,2,0.54,1,1,True,MNAR_colic_refluxph
880,2,RandomForest,1,0.475,1,1,True,MNAR_colic_refluxph
881,2,RandomForest,1,0.5275,2,2,True,MNAR_colic_refluxph
37,0,GradientBoosting,0,0.9998416475951523,0,0,False,MCAR_breastcancer_barenuclei
38,0,GradientBoosting,0,0.9902679846619846,0,0,False,MCAR_breastcancer_barenuclei
39,0,GradientBoosting,0,0.8804616043140523,0,0,False,MCAR_breastcancer_barenuclei
40,0,GradientBoosting,0,0.9726505186145549,0,0,False,MCAR_breastcancer_barenuclei
41,0,GradientBoosting,0,0.9073140623232842,0,0,False,MCAR_breastcancer_barenuclei
42,0,GradientBoosting,0,0.9941926231398233,0,0,False,MCAR_breastcancer_barenuclei
43,0,GradientBoosting,0,0.9991221021365232,0,0,False,MCAR_breastcancer_barenuclei
44,0,GradientBoosting,0,0.9994618383262451,0,0,False,MCAR_breastcancer_barenuclei
45,0,GradientBoosting,0,0.999461908252606,0,0,False,MCAR_breastcancer_barenuclei
46,0,GradientBoosting,0,0.9995445889649746,0,0,False,MCAR_breastcancer_barenuclei
47,0,GradientBoosting,0,0.9991637422519415,0,0,False,MCAR_breastcancer_barenuclei
48,0,GradientBoosting,0,0.9984607989979886,0,0,False,MCAR_breastcancer_barenuclei
49,0,GradientBoosting,0,0.999343505863626,0,0,False,MCAR_breastcancer_barenuclei
50,0,GradientBoosting,0,0.9999767828876118,0,0,False,MCAR_breastcancer_barenuclei
51,0,GradientBoosting,0,0.9973293405630176,0,0,False,MCAR_breastcancer_barenuclei
52,0,GradientBoosting,0,0.9990449690308179,0,0,False,MCAR_breastcancer_barenuclei
53,0,GradientBoosting,0,0.9999587706220648,0,0,False,MCAR_breastcancer_barenuclei
54,0,GradientBoosting,0,0.9997332570780825,0,0,False,MCAR_breastcancer_barenuclei
55,0,GradientBoosting,0,0.9982045467610813,0,0,False,MCAR_breastcancer_barenuclei
56,0,GradientBoosting,0,0.9995997137910821,0,0,False,MCAR_breastcancer_barenuclei
57,0,GradientBoosting,0,0.9999867885577113,0,0,False,MCAR_breastcancer_barenuclei
58,0,GradientBoosting,0,0.9928705491688744,0,0,False,MCAR_breastcancer_barenuclei
59,0,GradientBoosting,0,0.9999761013885134,0,0,False,MCAR_breastcancer_barenuclei
60,0,GradientBoosting,0,0.9977241563303597,0,0,False,MCAR_breastcancer_barenuclei
61,0,GradientBoosting,0,0.9999755027964781,0,0,False,MCAR_breastcancer_barenuclei
62,0,GradientBoosting,0,0.9995042333844503,0,0,False,MCAR_breastcancer_barenuclei
63,0,GradientBoosting,0,0.9993597612213618,0,0,False,MCAR_breastcancer_barenuclei
64,0,GradientBoosting,0,0.9963409331902968,0,0,False,MCAR_breastcancer_barenuclei
65,0,GradientBoosting,0,0.9997181313901101,0,0,False,MCAR_breastcancer_barenuclei
66,0,GradientBoosting,0,0.9828121698050318,0,0,False,MCAR_breastcancer_barenuclei
67,0,GradientBoosting,0,0.9999848181139825,0,0,False,MCAR_breastcancer_barenuclei
68,0,GradientBoosting,0,0.986847096743359,0,0,False,MCAR_breastcancer_barenuclei
69,0,GradientBoosting,0,0.9989590018740931,0,0,False,MCAR_breastcancer_barenuclei
70,0,GradientBoosting,0,0.9063938430551896,0,0,False,MCAR_breastcancer_barenuclei
71,0,GradientBoosting,0,0.9994411907162872,0,0,False,MCAR_breastcancer_barenuclei
72,0,GradientBoosting,0,0.9998073897670459,0,0,False,MCAR_breastcancer_barenuclei
73,0,GradientBoosting,0,0.9999791218366224,0,0,False,MCAR_breastcancer_barenuclei
74,0,GradientBoosting,2,0.8542260920961148,1,2,False,MCAR_breastcancer_barenuclei
75,0,GradientBoosting,0,0.9932903953467836,0,0,False,MCAR_breastcancer_barenuclei
76,0,GradientBoosting,0,0.9987657375497399,0,0,False,MCAR_breastcancer_barenuclei
77,0,GradientBoosting,0,0.9492038610271769,0,0,False,MCAR_breastcancer_barenuclei
78,0,GradientBoosting,0,0.9923177901039761,0,0,False,MCAR_breastcancer_barenuclei
79,0,GradientBoosting,0,0.9969756560735338,0,0,False,MCAR_breastcancer_barenuclei
80,0,GradientBoosting,0,0.9998580243425034,0,0,False,MCAR_breastcancer_barenuclei
81,0,GradientBoosting,0,0.9999482272851631,0,0,False,MCAR_breastcancer_barenuclei
182,0,GradientBoosting,1,0.9690515983324572,1,1,False,MCAR_hypothyroid_t4u
183,0,GradientBoosting,1,0.9930067432364095,1,1,False,MCAR_hypothyroid_t4u
184,0,GradientBoosting,1,0.9705088176747623,1,1,False,MCAR_hypothyroid_t4u
185,0,GradientBoosting,1,0.9602359798112184,1,1,False,MCAR_hypothyroid_t4u
186,0,GradientBoosting,1,0.9793028659640985,1,1,False,MCAR_hypothyroid_t4u
187,0,GradientBoosting,1,0.9381038339852611,1,1,False,MCAR_hypothyroid_t4u
188,0,GradientBoosting,1,0.9982835612134632,1,1,False,MCAR_hypothyroid_t4u
189,0,GradientBoosting,1,0.9779497818240095,1,1,False,MCAR_hypothyroid_t4u
190,0,GradientBoosting,1,0.9964016652748666,1,1,False,MCAR_hypothyroid_t4u
191,0,GradientBoosting,1,0.9986304764785412,1,1,False,MCAR_hypothyroid_t4u
192,0,GradientBoosting,1,0.7351992904646454,1,1,False,MCAR_hypothyroid_t4u
193,0,GradientBoosting,1,0.9700821345927001,1,1,False,MCAR_hypothyroid_t4u
194,0,GradientBoosting,1,0.9991661043821752,1,1,False,MCAR_hypothyroid_t4u
195,0,GradientBoosting,1,0.9553215051640432,1,1,False,MCAR_hypothyroid_t4u
196,0,GradientBoosting,1,0.9969138072493473,1,1,False,MCAR_hypothyroid_t4u
197,0,GradientBoosting,1,0.9970490316886873,1,1,False,MCAR_hypothyroid_t4u
198,0,GradientBoosting,1,0.9969908982577201,1,1,False,MCAR_hypothyroid_t4u
199,0,GradientBoosting,1,0.9980122521228536,1,1,False,MCAR_hypothyroid_t4u
200,0,GradientBoosting,1,0.9827777144117391,1,1,False,MCAR_hypothyroid_t4u
201,0,GradientBoosting,1,0.9985582340946547,1,1,False,MCAR_hypothyroid_t4u
202,0,GradientBoosting,1,0.9797321066174509,1,1,False,MCAR_hypothyroid_t4u
203,0,GradientBoosting,1,0.982650727322399,1,1,False,MCAR_hypothyroid_t4u
204,0,GradientBoosting,1,0.8871163427202085,1,1,False,MCAR_hypothyroid_t4u
205,0,GradientBoosting,2,0.9406244572680937,1,2,False,MCAR_hypothyroid_t4u
206,0,GradientBoosting,1,0.997556981144052,1,1,False,MCAR_hypothyroid_t4u
207,0,GradientBoosting,1,0.998292605518108,1,1,False,MCAR_hypothyroid_t4u
208,0,GradientBoosting,1,0.999119005512603,1,1,False,MCAR_hypothyroid_t4u
209,0,GradientBoosting,1,0.996848060981573,1,1,False,MCAR_hypothyroid_t4u
210,0,GradientBoosting,1,0.9790299507753519,1,1,False,MCAR_hypothyroid_t4u
