sample_idx,y_true,modelo,pred_baseline,conf_baseline,pred_llm,pred_ensemble,switched_to_llm,group
354,1,RandomForest,1,0.575,1,1,True,MAR_logistic_seed2099009429_mr4.txt
356,1,RandomForest,1,0.995,1,1,False,MAR_logistic_seed2129021206_mr9.txt
358,1,RandomForest,1,0.9525,1,1,False,MAR_logistic_seed2144782148_mr3.txt
359,1,RandomForest,1,0.9875,1,1,False,MAR_logistic_seed224826032_mr9.txt
363,1,RandomForest,1,0.9725,1,1,False,MAR_logistic_seed286359693_mr8.txt
370,1,RandomForest,1,0.435,2,2,True,MAR_logistic_seed407916908_mr1.txt
376,1,RandomForest,1,1.0,1,1,False,MAR_logistic_seed499462346_mr8.txt
378,1,RandomForest,1,0.975,1,1,False,MAR_logistic_seed537441616_mr2.txt
381,1,RandomForest,1,0.995,1,1,False,MAR_logistic_seed628987054_mr7.txt
383,1,RandomForest,2,0.4975,2,2,True,MAR_logistic_seed674759773_mr2.txt
386,1,RandomForest,1,0.995,1,1,False,MAR_logistic_seed742750820_mr1.txt
388,1,RandomForest,1,0.9925,1,1,False,MAR_logistic_seed766305211_mr5.txt
396,1,RandomForest,1,0.99,1,1,False,MAR_logistic_seed880068977_mr8.txt
400,1,RandomForest,2,0.5275,2,2,True,MAR_multi_predictor_seed1006698253_mr4.txt
401,1,RandomForest,1,0.4525,1,1,True,MAR_multi_predictor_seed1014491702_mr6.txt
407,1,RandomForest,1,1.0,1,1,False,MAR_multi_predictor_seed1128255468_mr10.txt
409,1,RandomForest,1,0.9275,1,1,False,MAR_multi_predictor_seed1212007457_mr8.txt
413,1,RandomForest,1,0.9625,1,1,False,MAR_multi_predictor_seed1287791953_mr10.txt
423,1,RandomForest,1,0.8075,1,1,False,MAR_multi_predictor_seed1463089380_mr3.txt
428,1,RandomForest,1,0.6925,1,1,False,MAR_multi_predictor_seed1532416490_mr5.txt
429,1,RandomForest,2,0.54,2,2,True,MAR_multi_predictor_seed153939553_mr4.txt
435,1,RandomForest,1,0.8825,1,1,False,MAR_multi_predictor_seed1691952975_mr10.txt
436,1,RandomForest,1,0.505,1,1,True,MAR_multi_predictor_seed1714171303_mr9.txt
438,1,RandomForest,1,0.985,1,1,False,MAR_multi_predictor_seed1759944022_mr9.txt
439,1,RandomForest,1,0.9575,1,1,False,MAR_multi_predictor_seed176157881_mr10.txt
440,1,RandomForest,2,0.58,2,2,True,MAR_multi_predictor_seed1767737471_mr4.txt
441,1,RandomForest,2,0.485,2,2,True,MAR_multi_predictor_seed1775704964_mr3.txt
455,1,RandomForest,1,0.9225,1,1,False,MAR_multi_predictor_seed2026786887_mr10.txt
456,1,RandomForest,1,0.9825,1,1,False,MAR_multi_predictor_seed2034580336_mr10.txt
458,1,RandomForest,2,0.5225,2,2,True,MAR_multi_predictor_seed2080353055_mr6.txt
463,1,RandomForest,1,0.775,1,1,False,MAR_multi_predictor_seed313476038_mr9.txt
468,1,RandomForest,1,1.0,1,1,False,MAR_multi_predictor_seed443000746_mr8.txt
470,1,RandomForest,1,0.8025,1,1,False,MAR_multi_predictor_seed46633173_mr6.txt
474,1,RandomForest,1,0.37,2,2,True,MAR_multi_predictor_seed534546184_mr6.txt
478,1,RandomForest,1,0.8275,1,1,False,MAR_multi_predictor_seed62394115_mr7.txt
484,1,RandomForest,1,0.66,1,1,False,MAR_multi_predictor_seed701876118_mr1.txt
492,1,RandomForest,1,0.9775,1,1,False,MAR_multi_predictor_seed907185322_mr10.txt
498,1,RandomForest,2,0.635,2,2,False,MAR_multi_predictor_seed968718983_mr6.txt
499,1,RandomForest,1,1.0,1,1,False,MAR_multi_predictor_seed990937311_mr8.txt
508,1,RandomForest,1,0.99,1,1,False,MAR_quantile_group_seed1178673019_mr2.txt
509,1,RandomForest,1,0.995,1,1,False,MAR_quantile_group_seed1200891347_mr4.txt
510,1,RandomForest,1,0.9875,1,1,False,MAR_quantile_group_seed1208684796_mr5.txt
518,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed1361763895_mr8.txt
520,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed142823443_mr6.txt
524,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed1513506931_mr6.txt
531,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed1635064146_mr9.txt
533,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed1680836865_mr7.txt
540,1,RandomForest,1,0.87,1,1,False,MAR_quantile_group_seed1810361573_mr1.txt
542,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed1856134292_mr5.txt
543,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed188596162_mr10.txt
544,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed1901907011_mr6.txt
547,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed1993452449_mr8.txt
560,1,RandomForest,2,0.4525,1,1,True,MAR_quantile_group_seed226575432_mr2.txt
565,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed318120870_mr10.txt
566,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed348132647_mr6.txt
570,1,RandomForest,1,0.9225,1,1,False,MAR_quantile_group_seed431884636_mr3.txt
574,1,RandomForest,1,0.9975,1,1,False,MAR_quantile_group_seed485450804_mr4.txt
575,1,RandomForest,1,0.9325,1,1,False,MAR_quantile_group_seed501211746_mr3.txt
577,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed523430074_mr9.txt
586,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed736532727_mr6.txt
589,1,RandomForest,1,0.7675,1,1,False,MAR_quantile_group_seed774511997_mr4.txt
590,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed790272939_mr10.txt
592,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed820284716_mr3.txt
594,1,RandomForest,1,0.985,1,1,False,MAR_quantile_group_seed866057435_mr4.txt
596,1,RandomForest,1,1.0,1,1,False,MAR_quantile_group_seed911830154_mr9.txt
598,1,RandomForest,2,0.425,1,1,True,MAR_quantile_group_seed97050724_mr5.txt
606,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1143812908_mr9.txt
608,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1189585627_mr7.txt
609,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1219597404_mr6.txt
614,1,RandomForest,1,0.9975,1,1,False,MAR_rank_seed1303349393_mr10.txt
619,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1394894831_mr6.txt
621,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1440667550_mr5.txt
623,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1532212988_mr2.txt
627,1,RandomForest,1,0.9975,1,1,False,MAR_rank_seed1577985707_mr1.txt
628,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1600204035_mr6.txt
631,1,RandomForest,1,0.99,1,1,False,MAR_rank_seed16417894_mr1.txt
632,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1645976754_mr4.txt
633,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1661737696_mr10.txt
642,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1844828572_mr6.txt
644,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed1874840349_mr8.txt
652,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed2080149553_mr5.txt
654,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed2118128823_mr4.txt
655,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed2125922272_mr7.txt
658,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed237488040_mr8.txt
662,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed291054208_mr9.txt
663,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed313272536_mr10.txt
667,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed374806197_mr9.txt
671,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed450590693_mr9.txt
676,1,RandomForest,1,0.9975,1,1,False,MAR_rank_seed534342682_mr3.txt
677,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed542136131_mr6.txt
680,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed62190613_mr8.txt
681,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed625888120_mr8.txt
682,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed671660839_mr2.txt
690,1,RandomForest,1,1.0,1,1,False,MAR_rank_seed801185547_mr7.txt
694,1,RandomForest,1,0.94,1,1,False,MAR_rank_seed854751715_mr1.txt
709,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1188369739_mr3.txt
711,1,RandomForest,1,0.995,1,1,False,MAR_threshold_seed122508386_mr1.txt
713,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1249903400_mr8.txt
715,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1279915177_mr2.txt
723,1,RandomForest,1,0.995,1,1,False,MAR_threshold_seed1500985323_mr1.txt
725,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1530997100_mr1.txt
727,1,RandomForest,1,0.9975,1,1,False,MAR_threshold_seed1568976370_mr1.txt
728,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1576769819_mr9.txt
729,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1584737312_mr8.txt
730,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1592530761_mr3.txt
733,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1638303480_mr7.txt
735,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1676282750_mr5.txt
738,1,RandomForest,1,0.9975,1,1,False,MAR_threshold_seed1722055469_mr2.txt
739,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1752067246_mr7.txt
742,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed1843612684_mr10.txt
761,1,RandomForest,1,0.995,1,1,False,MAR_threshold_seed244065601_mr3.txt
762,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed252033094_mr6.txt
765,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed297805813_mr6.txt
771,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed389351251_mr3.txt
778,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed548887736_mr10.txt
781,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed640433174_mr8.txt
786,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed731978612_mr7.txt
790,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed777751331_mr5.txt
794,1,RandomForest,1,1.0,1,1,False,MAR_threshold_seed845742378_mr3.txt
797,1,RandomForest,1,0.9875,1,1,False,MAR_threshold_seed891515097_mr1.txt
806,2,RandomForest,0,0.48,0,0,True,MNAR_quantile_threshold_seed1102429122_mr1.txt
808,2,RandomForest,2,0.535,2,2,True,MNAR_quantile_threshold_seed1140408392_mr5.txt
812,2,RandomForest,2,0.6375,2,2,False,MNAR_quantile_threshold_seed1216192888_mr2.txt
818,2,RandomForest,2,0.64,2,2,False,MNAR_quantile_threshold_seed1345717596_mr9.txt
820,2,RandomForest,2,0.4925,0,0,True,MNAR_quantile_threshold_seed1391490315_mr4.txt
826,2,RandomForest,2,0.365,1,1,True,MNAR_quantile_threshold_seed1528808472_mr1.txt
830,2,RandomForest,2,0.5675,2,2,True,MNAR_quantile_threshold_seed1604592968_mr6.txt
832,2,RandomForest,2,0.5575,2,2,True,MNAR_quantile_threshold_seed1642572238_mr3.txt
834,2,RandomForest,2,0.72,2,2,False,MNAR_quantile_threshold_seed1658333180_mr7.txt
837,2,RandomForest,2,0.76,2,2,False,MNAR_quantile_threshold_seed1704105899_mr9.txt
838,2,RandomForest,2,0.6225,2,2,False,MNAR_quantile_threshold_seed1711899348_mr8.txt
843,2,RandomForest,2,0.5775,2,2,True,MNAR_quantile_threshold_seed1893654161_mr6.txt
844,2,RandomForest,2,0.82,2,2,False,MNAR_quantile_threshold_seed1909415103_mr4.txt
847,2,RandomForest,2,0.745,2,2,False,MNAR_quantile_threshold_seed1955187822_mr7.txt
849,2,RandomForest,2,0.6075,2,2,False,MNAR_quantile_threshold_seed1962981271_mr4.txt
850,2,RandomForest,2,0.6475,2,2,False,MNAR_quantile_threshold_seed1985199599_mr10.txt
855,2,RandomForest,2,0.435,2,2,True,MNAR_quantile_threshold_seed20806827_mr7.txt
864,2,RandomForest,2,0.5675,2,2,True,MNAR_quantile_threshold_seed271888750_mr4.txt
865,2,RandomForest,2,0.5925,2,2,True,MNAR_quantile_threshold_seed279856243_mr6.txt
867,2,RandomForest,2,0.5575,2,2,True,MNAR_quantile_threshold_seed309868020_mr7.txt
868,2,RandomForest,2,0.595,2,2,True,MNAR_quantile_threshold_seed325628962_mr2.txt
874,2,RandomForest,2,0.57,2,2,True,MNAR_quantile_threshold_seed417174400_mr7.txt
881,2,RandomForest,2,0.8525,2,2,False,MNAR_quantile_threshold_seed58786097_mr4.txt
884,2,RandomForest,2,0.5725,2,2,True,MNAR_quantile_threshold_seed652495381_mr1.txt
885,2,RandomForest,2,0.795,2,2,False,MNAR_quantile_threshold_seed668256323_mr8.txt
887,2,RandomForest,2,0.5375,2,2,True,MNAR_quantile_threshold_seed714029042_mr5.txt
889,2,RandomForest,2,0.47,2,2,True,MNAR_quantile_threshold_seed759801761_mr9.txt
893,2,RandomForest,2,0.68,2,2,False,MNAR_quantile_threshold_seed827792808_mr1.txt
898,2,RandomForest,2,0.6925,2,2,False,MNAR_quantile_threshold_seed919338246_mr6.txt
903,2,RandomForest,2,0.445,2,2,True,MNAR_self_logistic_seed1062632764_mr2.txt
906,2,RandomForest,0,0.56,0,0,True,MNAR_self_logistic_seed1154178202_mr6.txt
907,2,RandomForest,0,0.6275,0,0,False,MNAR_self_logistic_seed118328626_mr9.txt
908,2,RandomForest,0,0.425,0,0,True,MNAR_self_logistic_seed1199950921_mr7.txt
909,2,RandomForest,0,0.5,0,0,True,MNAR_self_logistic_seed1222169249_mr6.txt
914,2,RandomForest,2,0.635,2,2,False,MNAR_self_logistic_seed1291496359_mr6.txt
920,2,RandomForest,2,0.7,2,2,False,MNAR_self_logistic_seed1375248348_mr7.txt
925,2,RandomForest,0,0.5825,0,0,True,MNAR_self_logistic_seed1496805563_mr8.txt
927,2,RandomForest,2,0.45,2,2,True,MNAR_self_logistic_seed1542578282_mr9.txt
933,2,RandomForest,1,0.7725,1,1,False,MNAR_self_logistic_seed1672102990_mr2.txt
934,2,RandomForest,2,0.675,2,2,False,MNAR_self_logistic_seed1702114767_mr3.txt
936,2,RandomForest,2,0.5,0,0,True,MNAR_self_logistic_seed1747887486_mr6.txt
942,2,RandomForest,1,0.4775,1,1,True,MNAR_self_logistic_seed1831639475_mr4.txt
950,2,RandomForest,2,0.5375,2,2,True,MNAR_self_logistic_seed2014730351_mr8.txt
953,2,RandomForest,2,0.71,2,2,False,MNAR_self_logistic_seed2060503070_mr9.txt
956,2,RandomForest,2,0.56,2,2,True,MNAR_self_logistic_seed209874064_mr1.txt
967,2,RandomForest,2,0.5625,2,2,True,MNAR_self_logistic_seed42544130_mr6.txt
973,2,RandomForest,2,0.76,2,2,False,MNAR_self_logistic_seed498935257_mr8.txt
974,2,RandomForest,0,0.6825,0,0,False,MNAR_self_logistic_seed506728706_mr2.txt
984,2,RandomForest,2,0.57,0,0,True,MNAR_self_logistic_seed727798852_mr10.txt
988,2,RandomForest,2,0.525,0,0,True,MNAR_self_logistic_seed811550841_mr7.txt
991,2,RandomForest,0,0.4925,0,0,True,MNAR_self_logistic_seed857323560_mr1.txt
994,2,RandomForest,2,0.5175,0,0,True,MNAR_self_logistic_seed903096279_mr6.txt
996,2,RandomForest,2,0.5075,2,2,True,MNAR_self_logistic_seed948868998_mr2.txt
997,2,RandomForest,0,0.6575,0,0,False,MNAR_self_logistic_seed971087326_mr8.txt
1001,2,RandomForest,2,0.555,2,2,True,MNAR_self_noisy_seed1041949173_mr2.txt
1003,2,RandomForest,2,0.495,2,2,True,MNAR_self_noisy_seed1087721892_mr10.txt
1004,2,RandomForest,0,0.545,0,0,True,MNAR_self_noisy_seed1133494611_mr6.txt
1005,2,RandomForest,2,0.6,2,2,False,MNAR_self_noisy_seed113405977_mr4.txt
1007,2,RandomForest,2,0.525,2,2,True,MNAR_self_noisy_seed1179267330_mr4.txt
1011,2,RandomForest,2,0.75,2,2,False,MNAR_self_noisy_seed1255051826_mr6.txt
1018,2,RandomForest,2,0.57,2,2,True,MNAR_self_noisy_seed1354564757_mr1.txt
1022,2,RandomForest,1,0.55,1,1,True,MNAR_self_noisy_seed143417754_mr2.txt
1024,2,RandomForest,0,0.35,2,2,True,MNAR_self_noisy_seed1521894691_mr5.txt
1027,2,RandomForest,2,0.9075,0,2,False,MNAR_self_noisy_seed1589885738_mr8.txt
1033,2,RandomForest,2,0.4575,2,2,True,MNAR_self_noisy_seed1697192118_mr10.txt
1037,2,RandomForest,2,0.865,2,2,False,MNAR_self_noisy_seed1772976614_mr4.txt
1039,2,RandomForest,0,0.6375,0,0,False,MNAR_self_noisy_seed1810955884_mr7.txt
1041,2,RandomForest,2,0.6525,2,2,False,MNAR_self_noisy_seed1818749333_mr3.txt
1047,2,RandomForest,0,0.61,0,0,False,MNAR_self_noisy_seed1994046760_mr8.txt
1065,2,RandomForest,2,0.6425,2,2,False,MNAR_self_noisy_seed394499677_mr8.txt
1066,2,RandomForest,2,0.7175,2,2,False,MNAR_self_noisy_seed410260619_mr8.txt
1069,2,RandomForest,2,0.6375,2,2,False,MNAR_self_noisy_seed456033338_mr2.txt
1072,2,RandomForest,1,0.465,1,1,True,MNAR_self_noisy_seed494012608_mr2.txt
1073,2,RandomForest,2,0.755,2,2,False,MNAR_self_noisy_seed501806057_mr10.txt
1097,2,RandomForest,2,0.475,0,0,True,MNAR_self_noisy_seed973958126_mr2.txt
1100,2,RandomForest,2,0.905,2,2,False,MNAR_tail_censoring_seed1011950250_mr6.txt
1101,2,RandomForest,2,0.7825,2,2,False,MNAR_tail_censoring_seed1034168578_mr7.txt
1102,2,RandomForest,0,0.525,2,2,True,MNAR_tail_censoring_seed1041962027_mr5.txt
1108,2,RandomForest,2,0.6925,2,2,False,MNAR_tail_censoring_seed1103495688_mr2.txt
1112,2,RandomForest,2,0.7725,2,2,False,MNAR_tail_censoring_seed1171486735_mr8.txt
1115,2,RandomForest,2,0.74,2,2,False,MNAR_tail_censoring_seed1263032173_mr9.txt
1116,2,RandomForest,2,0.5825,2,2,True,MNAR_tail_censoring_seed1308804892_mr3.txt
1120,2,RandomForest,2,0.7425,2,2,False,MNAR_tail_censoring_seed1376795939_mr6.txt
1131,2,RandomForest,2,0.75,2,2,False,MNAR_tail_censoring_seed1559886815_mr10.txt
1135,2,RandomForest,2,0.645,2,2,False,MNAR_tail_censoring_seed1621420476_mr1.txt
1136,2,RandomForest,2,0.6375,0,2,False,MNAR_tail_censoring_seed1643638804_mr6.txt
1141,2,RandomForest,2,0.7725,2,2,False,MNAR_tail_censoring_seed1780956961_mr4.txt
1147,2,RandomForest,2,0.6275,0,2,False,MNAR_tail_censoring_seed1902514176_mr10.txt
1163,2,RandomForest,0,0.4625,2,2,True,MNAR_tail_censoring_seed265161867_mr4.txt
1166,2,RandomForest,2,0.805,2,2,False,MNAR_tail_censoring_seed310934586_mr8.txt
1168,2,RandomForest,1,0.7675,1,1,False,MNAR_tail_censoring_seed326695528_mr4.txt
1169,2,RandomForest,2,0.8725,2,2,False,MNAR_tail_censoring_seed334488977_mr5.txt
1172,2,RandomForest,2,0.87,2,2,False,MNAR_tail_censoring_seed402480024_mr5.txt
1177,2,RandomForest,0,0.465,2,2,True,MNAR_tail_censoring_seed562016509_mr1.txt
1178,2,RandomForest,2,0.5825,2,2,True,MNAR_tail_censoring_seed577777451_mr2.txt
1186,2,RandomForest,2,0.5275,2,2,True,MNAR_tail_censoring_seed67646112_mr1.txt
1190,2,RandomForest,2,0.795,2,2,False,MNAR_tail_censoring_seed760868327_mr6.txt
1191,2,RandomForest,2,0.6475,2,2,False,MNAR_tail_censoring_seed783086655_mr8.txt
1193,2,RandomForest,2,0.7125,2,2,False,MNAR_tail_censoring_seed806641046_mr9.txt
6,0,GradientBoosting,0,0.8515894407074818,0,0,False,MCAR_block_seed1123435817_mr4.txt
13,0,GradientBoosting,0,0.998848403675012,0,0,False,MCAR_block_seed125565511_mr6.txt
14,0,GradientBoosting,0,0.9879944256676133,0,0,False,MCAR_block_seed1282972302_mr3.txt
