X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_missing_rate_by_quantile,caafe_tail_asymmetry,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_ctx_domain_prior,llm_ctx_domain_confidence,llm_ctx_stats_consistency,llm_ctx_surprise,llm_ctx_confidence_delta,llm_ctx_counter_strength
0.04,1.0084606231667492,1.0706521739130435,-0.053173054183040636,0.5987830146109897,0.6927083333333334,1.069289057337327,-0.23355404823428083,0.07982857409256434,0.4583333333333333,0.02,1.0,2.323458204050527,0.0,0.18418846784887943,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,0.5992082956495617,0.196269709756512,0.5,0.8,0.4,0.8,0.15,0.95
0.02,1.00449354053548,1.0335195530726253,-0.027958587746077734,0.21105300893789075,0.9387755102040816,0.5973768504347066,-0.2181616832779623,0.2783441360459046,0.6530612244897959,0.009795918367346938,1.0,1.6387455912987923,0.004954139389439932,0.24867062504991294,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,0.5762884029360023,0.2304243096623153,0.5,0.7,0.6,0.5,0.05,0.85
0.01,1.002223582868744,1.0157068062827226,-0.014396931028382465,0.04656947945280436,0.5,0.027342889428293587,0.020123717798136376,0.7288181825479093,0.5883838383838383,0.004646464646464647,1.0,0.63621133693977,0.0,0.05848008441201481,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,1.4626167370155683,0.18914287483501058,0.0,0.85,0.95,0.05,0.0,0.1
0.03,1.0049198448189915,1.1719745222929934,-0.03597989020105863,0.12641622439047778,0.7610479797979798,0.5214704582295675,-0.15933651224948278,0.2249980772948812,0.493127147766323,0.014845360824742268,1.0,1.6954620357427357,0.0,0.1596363288374932,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,0.7967062896156767,0.2034903442439021,0.5,0.8,0.7,0.4,0.15,0.6
0.01,1.0019146142202708,1.01195219123506,-0.011961760548318878,0.324163425116139,0.5,0.5141836052105031,-0.3093466969435961,0.12715070756054941,0.7752525252525253,0.004747474747474748,1.0,0.63621133693977,0.0034853577209311573,0.2728558042673625,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,0.1870987732484486,0.18914287483501058,0.5,0.7,0.8,0.2,0.05,0.8
0.01,1.0022002030163908,1.0292887029288704,-0.012734731001298516,0.21059101404965425,0.5,0.210995196898218,-0.13987419413776,0.9034411292330039,0.553030303030303,0.004949494949494949,1.0,0.7579911867457538,0.0,0.12943161350714488,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.17647058823529413,0.1299311401075003,0.16497395662937295,0.0,0.85,0.9,0.1,0.0,0.1
0.02,1.0025454383066137,1.0689655172413794,-0.023947032919565903,0.07080106857134474,0.35714285714285715,0.1515091044845859,-0.06665611981226602,0.8340501198288209,0.49489795918367346,0.009591836734693878,1.0,1.5281031308267452,0.007432013545226847,0.10612287933185566,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.25,1.8760525913351147,0.19005696112548395,0.0,0.8,0.4,0.6,0.05,0.4
0.02,1.0034815057031292,1.0327868852459015,-0.027496318658205787,0.34693053205131047,0.2857142857142857,0.5120296309777363,-0.18185413700363875,0.3065229246891431,0.423469387755102,0.009591836734693878,1.0,1.283306500902941,0.00990902361328087,0.14554336751274133,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.17647058823529413,2.058141586921156,0.1608587930103444,0.5,0.75,0.8,0.3,0.1,0.6
0.01,1.0015251566774792,1.0093457943925235,-0.010774248975790934,0.3849271907203625,0.5,0.5989923764568822,-0.30963380575783667,0.11075343763227546,0.7954545454545454,0.0048484848484848485,1.0,0.63621133693977,0.0,0.2720576611776256,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,0.4647802924662008,0.16955308760196383,0.0,0.8,0.7,0.1,0.05,0.1
0.03,1.0056946671993667,1.0,-0.04278483804312594,0.08380563291533775,0.5561868686868686,0.01791485943886166,-0.007121482547040037,0.6201612208595242,0.46821305841924393,0.014536082474226804,1.0,1.7889702190030137,0.015247202596333479,0.03841617995577677,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,2.289054942213821,0.18200431574963624,0.0,0.7,0.2,0.8,0.25,0.95
0.01,1.0015967232462077,1.0275229357798163,-0.011283023048398011,0.0318080138632639,0.5,0.0013791507071583887,-0.0010309816511366865,0.8759971262014744,0.5757575757575757,0.004949494949494949,1.0,0.9899060111770472,0.003484687262394078,0.052903427052653496,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.1111111111111111,0.36232130807042706,0.16050932809625099,0.0,0.9,0.95,0.05,0.0,0.1
0.01,1.0018691226744918,1.0,-0.011704136182237534,0.06177490312900742,0.5,0.23325749806971102,-0.1552997677028685,0.9034009887364911,0.6363636363636362,0.0048484848484848485,1.0,0.27474331362797155,0.0017420923361640996,0.20916864213545078,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.17647058823529413,0.10941242681011198,0.17907945980797674,0.0,0.85,0.9,0.05,0.05,0.1
0.01,1.0016652241472686,1.0344827586206897,-0.011546191563014174,0.19270637409801553,0.5,0.20468478815823576,-0.13676819878370275,0.8624094278564098,0.5555555555555556,0.004949494949494949,1.0,0.7125734613239687,0.0017424431321942265,0.1260176241519226,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,0.6963874690881453,0.13583920554571455,0.0,0.9,0.95,0.05,0.0,0.1
0.02,1.0047538676906136,1.008438818565401,-0.025774783228812992,0.1874071326934327,0.30612244897959184,0.21260972216888033,-0.10567948109476352,0.9019592224051375,0.3903061224489796,0.01,1.0,1.4350439373658717,0.0,0.07730759554890365,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,0.0682712824529248,0.18489101876112304,0.0,0.8,0.2,0.7,0.05,0.8
0.02,1.0029772072819565,1.0246913580246912,-0.020643221006099055,0.22302786287328769,0.5408163265306123,0.44995081752362176,-0.17186099245899902,0.5297619447025106,0.5153061224489797,0.01,1.0,1.4141188230282618,0.0,0.17633196528037176,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,-0.4637361688192194,0.20079877694256676,1.0,0.7,0.9,0.2,0.2,0.1
0.01,1.0018297952789934,1.129251700680272,-0.013089853193892331,0.21116068376136676,0.5,0.24012846979738323,-0.15614804374494315,0.9034411292330039,0.5555555555555556,0.004747474747474748,1.0,0.8878966513328121,0.0017427469775575073,0.13641942374074956,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,1.0134664260798454,0.14368986448211202,0.0,0.85,0.95,0.05,0.0,0.1
0.01,1.0021409299032022,1.0248756218905473,-0.013063679556139407,0.21618451859063298,0.5,0.22266237568456346,-0.14508130399603267,0.9309368622959596,0.5429292929292929,0.004949494949494949,1.0,1.0707202708381016,0.0,0.13008613455645263,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,0.28269342086452953,0.14774854429194925,0.0,0.85,0.95,0.05,0.0,0.1
0.01,1.0019099956438695,1.0,-0.013977939617671131,0.014549472108979004,0.5,0.1240039416581015,-0.08354866494401372,0.8488019606079827,0.6439393939393939,0.0048484848484848485,1.0,0.366446264020569,0.003484394058426485,0.16673871267232449,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,1.7359317052722565,0.17425274949344574,0.0,0.8,0.9,0.1,0.05,0.1
0.01,1.001371108132674,1.0101010101010102,-0.011017268781926992,0.2616029984784062,0.5,0.47026640235387973,-0.25580090308772474,0.38593890063663494,0.7449494949494949,0.004949494949494949,1.0,0.16144054210901215,0.003484142799638076,0.2622318218916334,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.05263157894736842,0.8707744249526006,0.15615361481326842,0.0,0.85,0.9,0.1,0.0,0.1
0.03,1.005887122600691,1.0149253731343282,-0.038842941613161486,0.23478717014381845,0.8762626262626263,0.7354920304552186,-0.21789783070051594,0.16921597355201368,0.5627147766323024,0.014845360824742268,1.0,1.883191585194,0.006096223833414626,0.23096554749688739,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,0.48579479646585844,0.2610974657394437,0.5,0.8,0.1,0.9,0.15,0.95
0.02,1.020408163265306,1.0,-0.03221859068915722,0.3769463686287475,0.846938775510204,0.029845510771805694,0.019274376417233507,0.8031420097913425,0.673469387755102,0.008979591836734694,1.0,1.5305595935602438,0.12154758277440131,0.2695578231292517,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.4734011287706543,0.10559322017790927,0.5,0.75,0.85,0.1,0.1,0.9
0.03,1.0309278350515465,1.0,-0.04957287843660063,0.41271457177374554,0.1764520202020202,0.5334454467524447,0.19740358915616651,0.19618662338441162,0.35738831615120276,0.014536082474226804,1.0,1.6309824629246679,0.1577243076563441,0.14203894616265753,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.610576457302706,0.12376854867361484,0.5,0.8,0.8,0.2,0.15,0.75
0.06,1.0638297872340423,1.125,-0.09526055989487092,0.38102638805319755,0.4162466397849462,0.4623474537376107,-0.1268715524034672,0.49113735542664094,0.23049645390070922,0.0274468085106383,1.0,2.0355647256920273,0.20904450960268084,0.0716115051221434,0.6118111559139785,0.0,0.42699932795698925,0.0,0.18481182795698925,0.0,20.0,0.0,-1.126379871799409,0.1360251239749277,0.0,0.7,0.1,0.9,0.25,0.95
0.03,1.0309278350515463,1.0,-0.045900379601007346,0.9558184983871821,0.6070075757575758,0.8735381758726175,-0.27605956471935855,0.10863467804596662,0.2809278350515464,0.011443298969072166,1.0,1.998057025252772,0.13035736709093954,0.11111111111111112,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.08005144310816181,0.09775803902776006,0.5,0.75,0.85,0.15,0.05,0.3
0.03,1.0309278350515463,1.103448275862069,-0.04696449750470988,0.10488671106738338,0.4671717171717171,0.1926836305574976,-0.08438335242458955,0.4595569218911074,0.3316151202749141,0.013298969072164948,1.0,1.4407810890216577,0.14624368848198932,0.11082474226804123,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.1233579851701603,0.10129286785062586,0.0,0.7,0.9,0.1,0.05,0.75
0.03,1.0309278350515463,1.0,-0.04628041711309194,0.32970854122983373,0.4217171717171717,0.11580891742729325,0.051164566628484176,0.8938026277666806,0.2809278350515464,0.011443298969072166,1.0,1.6410162688571808,0.13059396528653558,0.11092019854906454,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.3574563684639416,0.08747835151721725,0.0,0.85,0.9,0.1,0.05,0.85
0.03,1.0309278350515465,1.0,-0.04770907816115033,0.3609881906199498,0.6025883838383838,0.0677065231595484,-0.03512791141657118,1.0,0.4338487972508591,0.013608247422680412,1.0,2.0847430151699466,0.14841532387785283,0.12466590301641847,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.289584669201155,0.11602175015757753,0.0,0.85,0.9,0.1,0.2,0.75
0.03,1.0309278350515465,1.0,-0.046352996436147764,0.13103677772180897,0.47632575757575757,0.39248361894412315,-0.1569301260022909,0.45465802643892317,0.36082474226804123,0.010824742268041237,1.0,1.953229791915835,0.12544108865493275,0.18193967163039326,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.06233965139237618,0.08747835151721725,0.5,0.7,0.8,0.2,0.05,0.8
0.02,1.0204081632653061,1.0,-0.030361455506815682,0.8705555931085326,0.8418367346938775,0.9693907888233182,-0.3956916099773243,0.05371012827732172,0.5051020408163265,0.008775510204081632,1.0,1.6201671049330095,0.11828507302754336,0.2471655328798186,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.45304524828834936,0.09221015945853717,0.5,0.75,0.85,0.15,0.05,0.35
0.03,1.0309278350515465,1.0,-0.04747728175371646,0.9682836138190367,0.8628472222222223,1.211089731478292,-0.3222604047346316,0.041257280649260576,0.46134020618556704,0.011752577319587629,1.0,2.029389343723704,0.13358865531740727,0.20303550973654066,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.2360166037267684,0.10129286785062586,0.5,0.75,0.85,0.15,0.1,0.9
0.02,1.0204081632653061,1.0,-0.030878341119682018,0.8473791467100131,0.8520408163265306,0.9305828010952736,-0.35600907029478457,0.06917556099149808,0.4872448979591837,0.007346938775510204,1.0,0.819543771947365,0.10419826086748749,0.22959183673469385,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.6277043959947912,0.07965134370746677,0.5,0.7,0.8,0.1,0.05,0.45
0.02,1.0204081632653061,1.08,-0.031074388631647576,0.014663424822601417,0.22448979591836732,0.07005511399503132,-0.047619047619047616,0.7747710587278929,0.298469387755102,0.007959183673469388,1.0,0.5856666617281954,0.11002566610045876,0.07681405895691609,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.9589143954130614,0.08899722563317161,0.0,0.8,0.9,0.1,0.05,0.85
0.04,1.0416666666666665,1.0,-0.062228997755120474,0.32475270047150817,0.2604166666666667,0.1315415572464133,-0.05671296296296291,0.7089387017354016,0.22916666666666666,0.015,1.0,2.323951792961466,0.14870447912898288,0.03877314814814813,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.48679987086627863,0.09059059005202838,0.0,0.7,0.9,0.1,0.05,0.3
0.01,1.0101010101010102,1.04,-0.0153505195939736,0.22641233523360543,0.5,0.248384633056227,-0.1829405162738496,0.5392358447511312,0.5732323232323232,0.004646464646464647,1.0,0.32249336142751583,0.08769358663256804,0.18462401795735126,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.0019625698727068,0.09181692939661948,0.0,0.75,0.9,0.1,0.05,0.1
0.01,1.0101010101010102,1.0303030303030303,-0.015713753183645207,0.04417287941961649,0.5,0.19597810689072948,0.16386083052749728,0.48418508993515086,0.7626262626262627,0.00404040404040404,1.0,0.4073407449681775,0.07944094250835726,0.3389450056116723,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.2548804028792262,0.08591323127192159,0.0,0.8,0.9,0.1,0.05,0.1
0.02,1.020408163265306,1.0,-0.03199913017567091,0.03517076822022428,0.4387755102040816,0.2087190235707894,0.10770975056689341,0.6546773739903589,0.4336734693877551,0.009591836734693878,1.0,1.5416970633220721,0.12689668422027192,0.1771541950113379,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.3865881143938132,0.11624019966990345,0.0,0.85,0.9,0.05,0.0,0.9
0.01,1.0101010101010102,1.0769230769230769,-0.015206521197740575,0.06120280725129942,0.5,0.17394528054313177,-0.13580246913580252,0.6989694906109459,0.46464646464646464,0.00393939393939394,1.0,1.0689707756200586,0.07745673370693174,0.18237934904601574,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.029939388567461478,0.07195533384510072,0.0,0.8,0.9,0.1,0.0,0.2
0.02,1.0204081632653061,1.0,-0.03147506702678449,0.28421864121257706,0.3928571428571429,0.357315956913616,-0.18140589569161003,0.5081311457127746,0.35459183673469385,0.008775510204081632,1.0,1.1140670259732324,0.11867690925869731,0.16780045351473924,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-1.2368745626255118,0.09879195325440489,0.0,0.8,0.9,0.1,0.05,0.85
0.03,1.0309278350515463,1.0,-0.04642668113837778,0.2677596731967894,0.4359217171717171,0.1392411183270652,0.0626193203512791,0.45379784074289486,0.21477663230240548,0.012371134020618556,1.0,1.8994660074001197,0.13808483597864468,0.062142038946162645,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.7449367157802058,0.09085244332509586,0.0,0.7,0.8,0.1,0.15,0.9
0.03,1.0309278350515465,1.0,-0.04673136150174706,0.21803241295854095,0.48358585858585856,0.4024693197547662,-0.1580756013745705,0.4424563128996791,0.352233676975945,0.012061855670103093,1.0,1.2864114427130167,0.1355858622425849,0.1837533409698358,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.9091084606649598,0.09427846457158583,0.0,0.8,0.8,0.2,0.0,0.2
0.01,1.0101010101010102,1.0,-0.015160814489936225,0.28498480988456304,0.5,0.055287271186295416,-0.04601571268237936,0.9159774045542701,0.7070707070707071,0.004242424242424243,1.0,0.9314763563174628,0.08187646929406169,0.2239057239057239,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.5661043807735666,0.08303300096519703,0.0,0.8,0.9,0.0,0.05,0.1
0.01,1.0101010101010102,1.0,-0.014957317710924345,0.5781118883466396,0.5,0.6770920500824282,0.40404040404040403,0.24090802861578764,0.6969696969696969,0.004343434343434344,1.0,1.04963089027451,0.08311719610038502,0.23793490460157127,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.1757881417198992,0.08884068266528218,0.5,0.75,0.85,0.1,0.1,0.85
0.01,1.0101010101010102,1.1578947368421053,-0.01527059729297997,0.2109473001969208,0.5,0.3061527569374079,-0.17620650953984285,0.40740323159881675,0.5782828282828283,0.004343434343434344,1.0,1.0584435884677557,0.08336890459071786,0.24354657687991021,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.8579345422853524,0.09484362577891359,0.0,0.85,0.95,0.05,0.0,0.1
0.03,1.0309278350515465,1.0,-0.046245052175371226,0.13129247713628217,0.7774621212121212,0.21842491722149626,0.10843833524245894,0.7512002681764356,0.4261168384879725,0.011443298969072166,1.0,2.0247761018959007,0.13059869987770995,0.16380297823596796,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.42481233392895046,0.09427846457158583,0.0,0.7,0.2,0.8,0.25,0.95
0.02,1.0204081632653064,1.0,-0.030397757809889736,0.5721364517998317,0.8061224489795917,0.6827334558911459,-0.29478458049886624,0.16406896403966154,0.46683673469387754,0.007959183673469388,1.0,1.2569982561549502,0.11015203608383749,0.21938775510204078,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.27900056225111314,0.09221015945853717,0.5,0.8,0.8,0.1,0.1,0.95
0.01,1.0101010101010102,1.0,-0.01515026965613897,0.13913649682464413,0.5,0.09217497742108864,0.07631874298540958,0.550785793696833,0.5732323232323232,0.004242424242424243,1.0,0.4073407449681775,0.08168278245427217,0.08922558922558922,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.46642493539039886,0.07740827680550907,0.0,0.85,0.95,0.05,0.0,0.1
0.02,1.0204081632653061,1.0,-0.03012785895533132,0.043975781253628804,0.29591836734693877,0.1935760871703399,0.1145124716553288,0.2836865861304856,0.5841836734693877,0.008775510204081632,1.0,1.1836381999111536,0.11824562055892882,0.19047619047619047,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.368326474843542,0.10559322017790927,0.5,0.7,0.8,0.2,0.05,0.4
0.01,1.0101010101010102,1.1578947368421053,-0.015349250800198111,0.6481606255159168,0.5,0.8628917008259699,0.44668911335578004,0.17041005705678736,0.7095959595959596,0.004242424242424243,1.0,0.8188557998458228,0.08186599777882768,0.24887766554433222,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.90654796356193,0.08884068266528218,0.5,0.85,0.9,0.1,0.1,0.85
0.03,1.0309278350515465,1.3333333333333333,-0.04632998041607517,0.031977768206832194,0.6295770202020202,0.309948827625376,-0.12371134020618557,0.557402526256209,0.3711340206185567,0.012371134020618556,1.0,1.6720411676437197,0.138150859934408,0.19530355097365407,0.5,0.5,0.5,0.0,0.0,1.0,20.0,0.0,-0.7629753216760453,0.10488473458101141,0.5,0.7,0.7,0.4,0.15,0.9
0.06,1.0638297872340425,1.692307692307692,-0.0949082063641431,0.08528560913966077,0.3350974462365592,0.002071807928966588,-0.0007880220646177549,0.727407618787941,0.21897163120567376,0.01978723404255319,1.0,2.353187482801947,0.16627915275314864,0.038514578408195416,0.6885920698924731,0.397148908439231,0.3350974462365592,0.2914431614532421,0.35349462365591394,0.4,20.0,0.0,-0.6941253725136587,0.10184047415322543,1.0,0.7,0.9,0.1,0.25,0.1
