X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_auc_self_delta,caafe_kl_density,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_ctx_domain_prior,llm_ctx_domain_confidence,llm_ctx_stats_consistency,llm_ctx_surprise,llm_ctx_confidence_delta,llm_ctx_counter_strength,llm_ctx_cause_type,llm_ctx_n_causes,llm_ctx_stats_agreement
0.1,0.994246157186556,1.1538461538461542,0.0844582307169931,0.9096876802541924,0.8018518518518518,3.165794497267509,0.3766720272443477,0.0013207221803356,0.5472222222222222,0.0488888888888888,1.0,3.3371113486106396,0.0,0.2528679399343047,0.9314814814814816,0.7203703703703704,0.8018518518518518,0.211111111111111,0.1296296296296296,0.1,0.1055555555555554,20.307113391506544,-0.1963774425406019,0.3456956344401236,0.5,0.95,0.95,0.05,0.0,0.2,0.5,0.8,0.95
0.01,0.9992834086083008,1.0161812297734627,0.0094683544177973,0.4827751768895565,0.5,0.511191911952157,0.3385663464653153,0.3864453594385301,0.6515151515151515,0.0049494949494949,1.0,0.7994837793045324,0.0017411039178681,0.1835894552519115,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.1894868474520459,0.2171031685531994,0.0,0.9,1.0,0.0,0.0,0.1,0.0,1.0,1.0
0.01,0.9987916882436624,1.012987012987013,0.0107861230398799,0.72215040822634,0.5,0.4167103041366862,-0.3030092811570439,0.5559009481664383,0.7196969696969697,0.0049494949494949,1.0,0.6628442045368051,0.0034821869348185,0.2448915627875153,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.6360397794697157,0.2171031685531994,0.0,0.9,0.8,0.1,0.0,0.1,0.0,1.0,0.8
0.06,0.991873356682229,1.0816326530612244,0.0916536408289425,0.0092263808992668,0.3400537634408602,0.0594969441397948,-0.0226574979990084,0.9248363693002984,0.1906028368794326,0.03,1.0,2.6377496492551997,0.0,0.0229559076372368,0.594758064516129,0.2527777777777777,0.3400537634408602,0.3419802867383512,0.2547043010752687,0.1,0.6138888888888888,19.582662314647784,0.6162295670215183,0.1649213263564441,0.0,0.9,1.0,0.0,0.0,0.15,0.0,0.8,1.0
0.02,0.9975037699236248,1.0057306590257875,0.0257852332075365,0.1476111027584527,0.8877551020408164,0.8484910017797842,0.3552272389421192,0.1796358530527096,0.8112244897959184,0.0097959183673469,1.0,1.097373389359961,0.0049501523454484,0.3003422803470126,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.4031521972998457,0.2304243096623153,0.5,0.95,1.0,0.0,0.0,0.1,0.5,0.8,1.0
0.09,0.9906500237130303,1.1149825783972125,0.1173610714825267,0.3503342876831847,0.3849462365591398,0.567302018632377,0.1293728817141929,0.214749479261443,0.394078144078144,0.0445054945054945,1.0,3.447461932504525,0.0272854357743849,0.1182751003096121,0.3091995221027479,0.6466547192353643,0.3813620071684587,-0.3374551971326164,-0.0721624850657108,0.1,0.1211988304093565,19.17264433378211,0.1233086573108623,0.2950781025941639,0.5,0.95,0.95,0.05,0.0,0.2,0.5,0.8,0.95
0.07,0.9929919997164904,1.026819923371648,0.0955482050981688,0.2415415432721669,0.578853046594982,0.4996142226203948,0.1259554841005614,0.2797979305826537,0.3544546850998464,0.0346236559139784,1.0,2.6123129598406587,0.0,0.1119534578045805,0.5609318996415771,0.6881720430107526,0.578853046594982,-0.1272401433691755,-0.0179211469534049,0.7,0.1866959064327484,19.630284376961328,0.5632590723744615,0.2842857965034611,0.5,0.9,0.9,0.1,0.05,0.4,0.5,1.0,0.9
0.06,0.9956810524773866,1.1821862348178147,0.0709788224627792,0.1302046778748688,0.3422379032258065,0.4458749494882267,-0.1229813131201311,0.4547637307754859,0.349290780141844,0.03,1.0,1.9160002493690005,0.0,0.0850973901563731,0.4490927419354838,0.2820900537634409,0.3422379032258065,0.1670026881720429,0.1068548387096773,0.4,0.2359649122807017,18.531541932191917,0.4582706684119109,0.2697559464879411,0.5,0.85,0.9,0.1,0.25,0.75,0.5,1.0,0.9
0.05,0.9987327355267168,1.0155763239875395,0.0237692519417892,0.1604648499029379,0.3612231182795699,0.1188317128033875,0.0453265886312603,0.9621562166600016,0.3526315789473684,0.0247368421052631,1.0,2.3949599338217555,0.0039748811652261,0.043908760808865,0.2258064516129032,0.0,0.3612231182795699,0.0,-0.1354166666666667,0.0,0.0789473684210525,19.51088331143884,-0.5230428566624314,0.2848161699887707,1.0,0.85,0.1,0.9,0.1,0.1,0.0,1.0,0.1
0.07,0.9914603592295168,1.0266666666666673,0.0887956036379159,0.6531001114960949,0.3010752688172043,0.7475954389971049,0.174286926191864,0.2214672488609794,0.3279569892473118,0.0346236559139784,1.0,3.2066800907760427,0.0047544301492078,0.1046870641467836,0.2741935483870967,0.4632616487455196,0.3010752688172043,-0.1890681003584229,-0.0268817204301075,0.4,0.2780701754385966,18.78397127097902,-0.2904809054002757,0.3008277361717584,0.5,0.95,1.0,0.0,0.05,0.35,0.5,0.8,1.0
0.08,0.9926067737128622,1.0694444444444446,0.0904058503470576,0.3479625154077363,0.8188769414575866,2.653521980414956,0.3741671225214185,0.003692760154256,0.6589673913043479,0.04,1.0,3.0157042408465453,0.0,0.2840613296873938,0.9344086021505376,0.7561244630210147,0.8188769414575866,0.178284139129523,0.115531660692951,0.1,0.079093567251462,20.960260834972157,-0.2370879258683604,0.2589253848731839,0.5,0.95,0.95,0.0,0.0,0.1,0.5,0.8,1.0
0.11,0.9898553174327814,1.3137254901960795,0.1559112270183633,0.5095038966627627,0.4147828863346105,0.8321359900994584,0.1491925458756485,0.1520984854323732,0.3312053115423902,0.0543820224719101,1.0,3.4693968914532483,0.0060969417426184,0.0976668774976315,0.3819604086845466,0.4630056323604711,0.4147828863346105,-0.0810452236759244,-0.0328224776500638,1.0,0.3995098039215685,19.949736802980887,0.7702728971218029,0.3030128812523897,0.5,0.95,0.95,0.05,0.1,0.6,0.5,0.8,0.95
0.09,0.9884869688516252,1.224913494809688,0.1195262008587597,0.8876952157010054,0.6835125448028673,1.7437513496996684,0.2744100621311861,0.0154767166572711,0.4493284493284493,0.0435164835164835,1.0,3.0896432544874384,0.0054539678152875,0.1891711650659753,0.7236559139784946,0.2444828469022017,0.6835125448028673,0.4791730670762928,0.0401433691756273,0.1,0.1997076023391811,20.198246248543967,-0.2053461533319382,0.1898269280081871,0.5,0.95,0.95,0.05,0.0,0.2,0.5,0.8,0.95
0.05,0.995651185516942,1.0827067669172936,0.0596052330296559,0.9239220708351282,0.655241935483871,1.631975673569235,0.318448187444299,0.0176754593685257,0.6421052631578947,0.0247368421052631,1.0,2.251371645422187,0.0159052552864904,0.2117211100749171,0.6399529569892474,0.9739583333333334,0.655241935483871,-0.334005376344086,-0.0152889784946236,0.4,0.063157894736842,18.56586078327614,0.1350714425992545,0.2277181651394121,0.5,0.9,1.0,0.0,0.05,0.15,0.5,0.8,1.0
0.03,0.997051927423329,1.0647482014388496,0.0370965425434285,0.5382572130710127,0.7329545454545454,0.6086023745348889,0.2291289370094739,0.3739523804881386,0.513745704467354,0.0148453608247422,1.0,1.5962331307703863,0.0,0.1467764174763059,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.0845667142908452,0.2210860791948539,0.5,0.9,0.9,0.1,0.0,0.2,0.5,0.8,0.9
0.08,0.989230821331295,1.1784615384615384,0.1111470725374964,0.3567475239477384,0.6739545997610513,0.8471122675384813,0.1817361793750745,0.1388135346546507,0.389945652173913,0.04,1.0,3.082325625473063,0.0,0.1499238775681614,0.6021505376344086,0.5724910394265232,0.6739545997610513,0.0296594982078853,-0.0718040621266427,1.0,0.3055555555555554,20.00505815946226,-0.2451395080466922,0.2901024814517316,0.5,0.95,0.95,0.0,0.0,0.2,0.5,0.8,1.0
0.07,0.9938492357648318,1.0657439446366774,0.0810657261762903,1.2243708722638558,0.6792114695340502,1.8184577209091597,0.3173790393420482,0.0129254748527648,0.4316436251920122,0.0338709677419354,1.0,2.898419662304367,0.0,0.1721082069824595,0.6774193548387096,0.3023477264300401,0.6792114695340502,0.3750716284086695,-0.0017921146953405,0.1,0.1757309941520469,20.72667226567059,0.0365259499711179,0.3372357664894009,0.5,0.95,0.95,0.05,0.0,0.2,0.5,0.8,0.95
0.05,0.9937232119279288,1.0242424242424246,0.0699476835436889,0.3904049073181493,0.337029569892473,0.0032546131988351,0.0014483517468347,1.0,0.3710526315789474,0.0247368421052631,1.0,2.448099920316876,0.0119271500796675,0.0384261275710445,0.4338037634408602,0.0,0.337029569892473,0.0,0.0967741935483871,0.0,0.1052631578947368,18.902744659442185,-0.0607768847001031,0.3191033575976437,0.5,0.8,0.1,0.9,0.15,0.9,0.5,0.8,0.1
0.07,0.9927467441009128,1.160493827160494,0.0772241535657596,0.0175566597095383,0.6272401433691756,1.002655042501391,0.2130711198550479,0.102115212300903,0.4573732718894009,0.0346236559139784,1.0,2.9795552325309633,0.0047543159259196,0.1715268714650505,0.6021505376344086,0.3457912457912457,0.6164874551971326,0.2563592918431628,-0.0143369175627239,0.2,0.2782163742690058,20.25940366385102,-0.6530686144272235,0.3008277361717584,0.5,0.95,0.95,0.05,0.0,0.2,0.5,1.0,0.95
0.04,0.997113745544708,1.0304054054054053,0.0386291026258984,0.1873426321380887,0.359375,0.2554594900393405,0.0947329368082489,0.6664927823355893,0.421875,0.02,1.0,2.296807228914179,0.0,0.0991556751084741,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.3951489468641185,0.3072395697980135,0.5,0.9,0.8,0.1,0.25,0.75,0.5,1.0,0.8
0.07,0.9947215856787512,1.0871080139372815,0.075128810125275,0.2822799323423834,0.8673835125448028,0.6763614408006029,0.157831376773339,0.1521232170265185,0.5456989247311828,0.0346236559139784,1.0,2.609783064770038,0.0047543444809698,0.1918128821085295,0.9336917562724016,0.0,0.8727598566308243,0.0,0.0609318996415771,0.0,0.1007309941520465,20.617808466533308,-0.0511339594819113,0.2842857965034611,0.5,0.95,0.95,0.0,0.0,0.2,0.5,0.8,1.0
0.02,0.9986562389929192,1.0336700336700335,0.0200177862008866,0.3415733602066838,0.0714285714285714,0.0833298118865294,0.0523887068780782,0.94111849896166,0.4668367346938775,0.0095918367346938,1.0,1.5222641689397538,0.0024752247768594,0.0426254882706164,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0653218381404356,0.22414490178678,0.0,0.9,1.0,0.0,0.05,0.9,0.0,0.8,1.0
0.09,0.994872895699342,1.2319391634980998,0.0868150908178301,0.6568646418082992,0.6816009557945041,0.4635854395341438,0.1096940404952892,0.4407800401516784,0.3253968253968254,0.0445054945054945,1.0,3.2057710866672715,0.0,0.0738601047477518,0.6522102747909199,0.4285543608124253,0.6887694145758662,0.2236559139784945,-0.0365591397849462,0.1,0.2383040935672515,20.0575187158183,0.1517932154599299,0.2556927650014323,0.5,0.95,0.1,0.9,0.0,0.95,0.5,0.8,0.1
0.08,0.9884747018731048,1.0740740740740753,0.1175690436565142,0.0088843359828165,0.6778972520908004,0.5891531222806198,0.1337164226986875,0.1719805126388406,0.373641304347826,0.04,1.0,3.111043489726235,0.0,0.1098737100107669,0.5948626045400239,0.6188172043010752,0.6778972520908004,-0.0239545997610513,-0.0830346475507765,0.7,0.2526315789473684,19.44666556622559,-0.4255762164136172,0.2589253848731839,0.5,0.95,0.95,0.05,0.15,0.6,0.5,0.8,0.95
0.08,0.9957714704180102,1.1255411255411252,0.089416952898947,0.3098000021876483,0.847431302270012,2.331875994164112,0.3227315399390458,0.0054998863964123,0.6453804347826088,0.0391304347826087,1.0,3.422502215422031,0.0,0.2481302411697818,0.9421744324970132,0.3157407407407407,0.847431302270012,0.6264336917562725,0.0947431302270013,0.1,0.0614035087719297,20.269786769612605,0.9118247004647384,0.2819836406510497,0.5,0.95,0.95,0.0,0.1,0.6,0.5,0.8,1.0
0.04,0.99802671523983,1.0341880341880352,0.0421955746065967,0.2949996803019388,0.6770833333333334,0.5767638356258922,-0.188000583356983,0.271600450774203,0.4479166666666666,0.02,1.0,1.8603228709762016,0.0,0.184538929612601,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0728692617998856,0.2076220868171629,0.5,0.85,0.9,0.1,0.05,0.4,0.5,1.0,0.9
0.06,0.9931553546992103,1.0584958217270188,0.0711574523734821,0.6951052344885797,0.7765456989247311,0.1896599525648677,-0.0665679421352811,0.4814644866171764,0.3359929078014184,0.03,1.0,2.7993190698428165,0.0,0.044850941507082,0.7073252688172044,0.6820601851851852,0.7713373655913979,0.0252650836320191,-0.0640120967741935,1.0,0.2195906432748536,20.646330386695613,-0.6808032940062607,0.3019276695575132,0.0,0.85,1.0,0.0,0.0,0.2,0.0,1.0,1.0
0.09,0.9936701160033592,1.1250000000000009,0.1066447504746228,0.0255868841698757,0.4512544802867382,0.2867465512357436,-0.0769946321455167,0.3727613991321098,0.3031135531135531,0.0445054945054945,1.0,3.191914639445768,0.0,0.0591788151566867,0.5393070489844684,0.7137992831541219,0.4512544802867382,-0.1744922341696535,0.0880525686977301,0.4,0.4334795321637428,19.03554941130876,0.720210530942861,0.3405237479640617,1.0,0.6,0.2,0.8,0.25,0.2,0.0,1.0,0.2
0.09,0.995762974342456,1.1784232365145229,0.0884241950714919,0.1368275431190315,0.5906810035842294,0.6283599007866881,0.1313277426700944,0.201689469646586,0.4023199023199023,0.0445054945054945,1.0,3.5240519943177033,0.0054516727743557,0.1208701728170206,0.6456391875746714,0.6368566618566619,0.5942652329749104,0.0087825257180095,0.051373954599761,1.0,0.1383040935672514,19.78828493583915,0.6375797521864164,0.2708241992361264,0.5,0.9,0.9,0.1,0.05,0.9,0.5,1.0,0.9
0.05,0.9953211149383396,1.0379008746355682,0.0560048300959152,0.3158452026666083,0.6478494623655914,1.3422959282696505,0.3245164277641413,0.0847201752681386,0.5710526315789474,0.0247368421052631,1.0,2.74198946196695,0.0,0.2505359376966429,0.8062836021505376,0.0,0.6586021505376344,0.0,0.1476814516129032,0.0,0.0736842105263156,20.00325787325368,-0.7485079303119715,0.3381782912522156,0.5,0.95,0.95,0.05,0.0,0.1,0.5,0.8,0.95
0.07,0.9931133027799476,1.0619469026548671,0.0758563411363014,0.5344308621450092,0.3512544802867383,0.6342746496011725,0.1505735265931298,0.2982046303032892,0.3383256528417818,0.0346236559139784,1.0,2.6888666150508667,0.0047545872196725,0.0893932971811197,0.3136200716845878,0.3645310633213859,0.3476702508960573,-0.050910991636798,-0.0340501792114695,1.0,0.0425438596491228,20.57590631469825,-0.6474922206072624,0.3681067420104899,0.5,0.95,0.95,0.05,0.1,0.3,0.5,0.8,0.95
0.08,0.9918655324725876,1.136718749999999,0.1012955208764351,0.0804974990148206,0.7025089605734767,1.2154867967628542,0.2189961358597969,0.1079936614181442,0.4347826086956521,0.0391304347826087,1.0,3.0162803405970147,0.0,0.167823300177437,0.7396654719235364,0.2868812569521691,0.7062126642771803,0.4527842149713673,0.033452807646356,0.1,0.3052631578947369,18.59781145854616,-0.0355996479425271,0.3070669405954246,0.5,0.95,0.95,0.05,0.0,0.2,0.5,1.0,0.95
0.07,0.9944764394822692,1.113043478260869,0.0843641135577315,0.3887347882765978,0.7813620071684587,1.9538951139546183,0.3150449575040894,0.0134238904480897,0.5614439324116743,0.0346236559139784,1.0,2.8512359175720876,0.0,0.2221781886215271,0.8942652329749103,0.3210648148148148,0.7813620071684587,0.5732004181600956,0.1129032258064516,0.1,0.0538011695906434,18.796655684025108,0.2867797420270301,0.2612007705454884,0.5,0.95,1.0,0.0,0.0,0.2,0.5,0.8,1.0
0.06,0.994222229842097,1.07749077490775,0.0749948776193082,0.7924518462251391,0.7046370967741936,0.5670713064734964,0.1538801122568031,0.3417611250759806,0.3297872340425532,0.0293617021276595,1.0,2.7808772855659685,0.0,0.0772600745014525,0.6302083333333334,0.5651881720430109,0.6992607526881721,0.0650201612903225,-0.0690524193548387,0.7,0.3249999999999999,18.629303257361,-0.2653412525158196,0.2853513427612196,0.5,0.85,0.8,0.2,0.05,0.4,0.5,0.8,0.8
0.12,0.988330087328014,1.1412639405204463,0.1548488602967042,0.6388453888834486,0.6699233716475096,1.5397870070851891,0.2125972500523157,0.0444219059369764,0.4630681818181818,0.06,1.0,3.711789007485432,0.0,0.1444575492175466,0.6986590038314177,0.2788609240222143,0.6727969348659003,0.4197980798092033,0.0258620689655173,0.1,0.1803921568627452,20.253738438723037,0.2263784297259947,0.3340717404545705,0.5,0.95,0.95,0.05,0.0,0.95,0.5,0.8,0.95
0.05,0.995265079818058,1.0279720279720277,0.0590347164797734,0.8491634766379319,0.7552083333333334,1.8944320421304353,0.3807078949857853,0.0119127458639594,0.6499999999999999,0.0247368421052631,1.0,2.1566269724433917,0.0,0.280292699301588,0.8551747311827956,0.7576599326599327,0.7552083333333334,0.0975147985228629,0.0999663978494622,0.7,0.0894736842105263,19.39871606377173,0.0930889913292722,0.2476418159025596,0.5,0.95,1.0,0.0,0.0,0.15,0.5,1.0,1.0
0.05,0.9944942193620432,1.0840336134453787,0.0713347938293098,0.4853160997544866,0.6733870967741935,1.2378764300500795,0.2603931311582333,0.0620045120452819,0.518421052631579,0.0247368421052631,1.0,2.390048036980301,0.0079505022395493,0.1963125324950749,0.778393817204301,0.0,0.6629704301075269,0.0,0.1154233870967741,0.0,0.2842105263157896,18.9487157754208,1.0705277134343767,0.2692808552773781,0.5,0.95,1.0,0.0,0.05,0.4,0.5,0.6,1.0
0.06,0.9964535097821674,1.0541516245487368,0.0594046949475196,0.1184343795519512,0.5952620967741935,0.5446521365802328,0.1399605571512052,0.2040847048103502,0.4867021276595745,0.03,1.0,1.388631208186806,0.0,0.118282668351429,0.5268817204301075,0.5274305555555555,0.5952620967741935,-0.000548835125448,-0.068380376344086,1.0,0.1438596491228069,20.60669601709231,0.0873833338873186,0.3289281772934881,0.5,0.95,0.95,0.05,0.05,0.6,0.5,0.8,0.95
0.05,0.9955356118162828,1.043478260869565,0.0651606990690971,0.1180845511476822,0.2103494623655914,0.1924030919293978,0.0712604991809767,0.4198827026376905,0.413157894736842,0.0247368421052631,1.0,2.198635454156258,0.0,0.0885737529225935,0.2153897849462366,0.0,0.2103494623655914,0.0,0.0050403225806451,0.0,0.1368421052631578,18.06597530358139,0.7717499147540066,0.2277181651394121,0.0,0.85,0.85,0.1,0.0,0.2,0.0,1.0,0.85
0.06,0.9969365958967106,1.0781758957654717,0.0469587311955936,0.4838472175557026,0.7049731182795699,1.5300191688231044,0.306661104815731,0.042893185637996,0.5345744680851063,0.03,1.0,2.476708266203251,0.0,0.2240879699903297,0.8010752688172044,0.6434027777777778,0.7049731182795699,0.1576724910394266,0.0961021505376344,0.7,0.0,20.7563152268531,-0.2506634030615764,0.2697559464879411,0.5,0.95,0.95,0.05,0.0,0.2,0.5,0.8,0.95
0.04,0.9925525756669762,1.0377922784121807,0.0408988927275863,0.2790405162915248,0.7604166666666666,0.6879057996402735,-0.2115018880269921,0.3743722893166712,0.4583333333333333,0.02,1.0,1.9591010307917145,0.0,0.1091704145193902,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4909642748320773,0.3256060944026408,0.5,0.9,1.0,0.0,0.0,0.2,0.5,1.0,1.0
0.02,0.9966336737725694,1.007579859231185,0.0190732363135895,0.0681987535142619,0.2448979591836734,0.1758989091847939,-0.1013916587351997,0.7582608845724571,0.4438775510204081,0.0097959183673469,1.0,1.6969583942397477,0.0,0.0786319907852135,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4571030824955722,0.3263570012036245,0.5,0.85,0.6,0.4,0.05,0.3,0.5,0.8,0.6
0.03,0.9940994526448382,1.0917404972849385,0.0353100728707823,0.879836589671342,0.7657828282828283,1.2676430300589288,-0.3706725688284845,0.1694297619393066,0.6305841924398625,0.0148453608247422,1.0,1.2308573570650088,0.0030465015988424,0.1725091516979082,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3899300564528396,0.3390425024625939,0.5,0.9,0.95,0.05,0.05,0.3,0.5,0.8,0.95
0.03,0.9932805119439548,1.0049423393739705,0.0373462793218388,0.7678854585564314,0.670770202020202,1.3068478895454214,-0.3695186955429187,0.0753763754055903,0.5841924398625429,0.0148453608247422,1.0,2.0128339089921248,0.0060932043378934,0.1958771077785271,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4628074778314364,0.3849672827540301,0.5,0.95,1.0,0.0,0.0,0.15,0.5,0.8,1.0
0.03,0.9947283058901824,1.0076422303990944,0.0331639990045578,0.8714020867499038,0.6281565656565656,1.2400906871160706,-0.3662314813821514,0.1959335105562962,0.679553264604811,0.0148453608247422,1.0,2.1751163277873653,0.0030465015988424,0.1914533375662163,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.379702985332239,0.3390425024625939,0.5,0.9,1.0,0.0,0.0,0.2,0.5,0.8,1.0
0.02,0.996788965601906,1.009559748427673,0.0163269842208011,0.1458123424512037,0.7040816326530612,0.1777739234796063,-0.1121208581815093,0.7582573709790497,0.5739795918367347,0.01,1.0,1.5759443640204556,0.0,0.1319802443369155,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.6499746744149533,0.4307170782773865,0.0,0.85,0.75,0.25,0.05,0.3,0.0,0.8,0.8
0.04,0.9920691868535586,1.0648081100651698,0.0587096614516883,1.0396967949688147,0.90625,2.4519929984136293,-0.4449885496484092,0.0163436758617591,0.6848958333333334,0.02,1.0,2.278375842044423,0.0,0.2179786833201882,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.6034481883749607,0.3162454859545631,0.5,0.95,1.0,0.0,0.0,0.95,0.5,0.8,1.0
0.04,0.9966277113501172,1.015324602953469,0.0245336839561679,0.8281050852010021,0.7291666666666666,1.6047735872172624,-0.3747891243338694,0.0800785651363954,0.6458333333333334,0.02,1.0,1.686386617471492,0.0,0.2044124184066521,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4083814266171375,0.4177582086023494,0.5,0.9,1.0,0.0,0.0,0.2,0.5,0.8,1.0
