X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,auc_mask_from_Xobs,coef_X1_abs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9
0.065,1.0016838254693714,1.0899000950155933,-0.010976696000008473,0.5578280542986426,0.11933335111378601,0.49672552347633325,0.037762782981835885,0.32984633426269694,0.1074249280131633,0.03246524064171123,1.0,2.6142967355078808,0.0,0.02569293869864195,0.492230334272135,0.5417577019265122,0.48984564619612847,-0.04952736765437721,0.0023846880760065026,0.1,0.03964690864086151,-0.046646930277347565,-0.016524098813533783,0.033862631767988205,-0.023007800802588463,-0.028497029095888138,-0.03791205585002899,-0.011162910610437393,0.07058887183666229,-0.0018111810786649585
0.03,0.9998792017243654,1.0361588033281892,0.0005316405667453849,0.5852233676975945,0.23897822785154554,0.7297300827425907,0.06905636878641158,0.19139404760577938,0.14261168384879724,0.015,1.0,2.6496551011258744,0.0,0.03197577301148399,0.5299946489316975,0.5303685866809361,0.5302020028284218,-0.00037393774923866197,-0.00020735389672432714,1.0,0.038890540599823,-0.051191408187150955,-0.02116527408361435,0.030091792345046997,-0.01976756565272808,-0.046071607619524,-0.04017483815550804,-0.00979005265980959,0.06820311397314072,0.004036859609186649
0.045,0.9998125645235849,1.0571759242229501,0.0026567401799259364,0.5987899941826643,0.33247970901608365,1.5796358326985482,-0.05076514960874279,0.0802449703386179,0.1346131471785922,0.022476439790575915,1.0,3.135462197969855,0.0,0.024698120586703176,0.5244341046553148,0.5004582804843053,0.5252720218888078,0.02397582417100952,-0.000837917233493024,1.0,0.036676011979579926,-0.04417766258120537,-0.007514182478189468,0.029920116066932678,-0.019950998947024345,-0.0385470874607563,-0.030409352853894234,-0.006191166117787361,0.06719229370355606,0.0006221164367161691
0.03,1.0081043991729814,1.0373229905586094,-0.03971007604502019,0.5651202749140893,0.13534771516414232,0.38220005613162156,0.03880707695479163,0.5456424225606804,0.11340206185567009,0.015,1.0,1.9269211074679498,0.0,0.031055130978114673,0.4265260100141421,0.5398571774388768,0.3721190230478157,-0.11333116742473476,0.0544069869663264,0.1,0.04201105609536171,-0.057039063423871994,-0.02168358862400055,0.02304394729435444,-0.022890949621796608,-0.03726450353860855,-0.04226893186569214,-0.014750315807759762,0.0737881287932396,-0.0030952980741858482
0.09,1.0088410359256879,1.0908237145936508,-0.07417015678978689,0.556996336996337,0.03208706496138717,0.16509460748011018,0.0073164907698506365,0.5225001407099971,0.09563492063492063,0.045,1.0,2.0600918052488892,0.0,0.014045408806922122,0.5613083347808465,0.4960756711636076,0.5479541813830506,0.0652326636172389,0.013354153397795887,0.1,0.04050562530755997,-0.0428997278213501,-0.01357203908264637,0.03422578424215317,-0.02210647240281105,-0.028661813586950302,-0.03809589892625809,-0.0008294153958559036,0.06363619118928909,-0.010523143224418163
0.04,1.000114168118401,1.0461955566351009,-0.0005043803791833315,0.6270833333333334,0.06584932908782609,0.18031974185575775,-0.0208891373169946,0.6330478677488178,0.14505208333333333,0.02,1.0,2.4438934640435583,0.0,0.04697929231808898,0.5482543498168497,0.5122367216117216,0.5503605769230769,0.036017628205128105,-0.0021062271062272098,0.7,0.04113255441188812,-0.04849845916032791,-0.017611347138881683,0.021330760791897774,-0.023671895265579224,-0.038224995136260986,-0.04247836023569107,-0.0067113181576132774,0.06618852913379669,-0.005789819173514843
0.086,1.0235112247902143,1.1126078225326372,-0.119376887732773,0.5200498702356114,0.07617891002013209,0.30135450610262116,-0.020045380979240912,0.5242742296079708,0.07711439621393314,0.043,1.0,3.240396335446896,0.0,0.013205760169207284,0.5205966619488235,0.546176262448093,0.45774841994755117,-0.02557960049926955,0.06284824200127231,0.1,0.03235622122883797,-0.05088914930820465,0.00032959351665340364,0.0373690128326416,-0.017473209649324417,-0.03946881741285324,-0.03790845349431038,0.005708565469831228,0.06795592606067657,-0.007145831361413002
0.022,1.000001376272923,1.0169845573136995,0.00031223742491026316,0.5932794199665365,0.03907870511617505,0.07530862260441946,-0.01221767968727372,0.8347378878713124,0.1788668897564603,0.011,1.0,2.020086207368924,0.0,0.03976296795872425,0.4913635699678644,0.4545537540169442,0.48973853345019,0.0368098159509202,0.0016250365176744275,0.5065551690490403,0.03827765956521034,-0.048254210501909256,-0.004736360162496567,0.029916781932115555,-0.005120883695781231,-0.04973997920751572,-0.027721606194972992,-0.0067226458340883255,0.05813503637909889,-0.006800241768360138
0.06,0.9999625113272447,1.1067373532765048,0.002308376299920846,0.587145390070922,0.2855267550855188,1.492144413384086,0.040761026795454125,0.0241816183595084,0.11648936170212766,0.03,1.0,3.6007482572681218,0.0,0.01471517430139968,0.5395984683529708,0.5334491565088215,0.5432181545620426,0.006149311844149241,-0.0036196862090718263,1.0,0.03894815966486931,-0.04938938841223717,-0.0190826877951622,0.02649463526904583,-0.016863154247403145,-0.038616299629211426,-0.029691752046346664,-0.004958467558026314,0.06453795731067657,-0.0056155952624976635
0.068,1.0002200323043486,1.084734938592918,-0.0015480594872936092,0.5678016914920474,0.14225693069151557,0.5794623885185154,-0.021015450371773603,0.2652568028079675,0.09986430194395354,0.034,1.0,2.871863549825531,0.0,0.020479610253612807,0.5322375657651178,0.5403477326126519,0.5355592107106247,-0.008110166847534073,-0.0033216449455069075,1.0,0.033170655369758606,-0.05222218856215477,-0.0089257238432765,0.03312481939792633,-0.01570872962474823,-0.03492739796638489,-0.03445123881101608,-0.006496888119727373,0.07292131334543228,-0.003350383136421442
0.068,1.0050357513490282,1.0926540098097517,-0.04835718571748959,0.5539952032315072,0.12401311678862192,0.4936748255793896,0.020383163026020668,0.2398442605594877,0.09328452411007321,0.034,1.0,3.113867633677913,0.0,0.014531812299602043,0.5556859640542102,0.5287276466244911,0.5420351624642177,0.026958317429719103,0.013650801589992545,1.0,0.032127559185028076,-0.05656495690345764,-0.01641455851495266,0.0339483842253685,-0.027891382575035095,-0.03511043265461922,-0.035651400685310364,-0.007194123230874538,0.07701036334037781,-0.0025779285933822393
0.03,1.0002408501961504,1.0294758309642291,-0.004246240712564006,0.5878694158075601,0.16898066473130025,0.5005806070058508,-0.027480169385248443,0.3807946051942849,0.1516323024054983,0.015,1.0,1.1757686319419536,0.0,0.02650527078693292,0.5461491419179757,0.4973228732688657,0.5487278472142593,0.048826268649109994,-0.0025787052962835677,0.7,0.039230771362781525,-0.050760701298713684,-0.021852122619748116,0.026012446731328964,-0.023690491914749146,-0.03685949370265007,-0.04249703511595726,-0.010313555598258972,0.07017787545919418,-0.003432007972151041
0.033,1.010890002778549,1.0391915763486692,-0.04679185527268759,0.6056218858700761,0.10410328151195909,0.18659131300064624,0.021515936236059963,0.9907081262078588,0.1605089154210147,0.016482936918304034,1.0,2.902513430136283,0.0,0.051914528665586525,0.6284369374960302,0.5102564012915339,0.5793625542582334,0.11818053620449631,0.04907438323779689,0.2,0.04294306039810181,-0.051252663135528564,-0.020777421072125435,0.031342413276433945,-0.016896791756153107,-0.037605881690979004,-0.03299059718847275,-0.00834193266928196,0.07257798314094543,-0.001564362901262939
0.038,1.001024553945924,1.063940813032956,-0.006228230332876464,0.6064667906773169,0.2806025520354826,1.1102974034383286,0.08463187021133373,0.07129687930715159,0.15063190721085457,0.019,1.0,2.132482571746652,0.0,0.03836860050248042,0.5364664043986475,0.48793367414862737,0.5379515636232927,0.048532730250020084,-0.001485159224645205,0.7,0.03816831856966019,-0.04793345928192139,-0.013148647733032703,0.03321053460240364,-0.015884768217802048,-0.04002182558178902,-0.03480801731348038,-0.0066006723791360855,0.07528708875179291,0.0017244566697627306
0.086,1.0069766571917724,1.1082759800444772,-0.06455400052471405,0.5630247824538192,0.018016895323434957,0.1050311233459483,0.005058851046261803,0.8164072156707041,0.09227901887944634,0.043,1.0,3.594009046511078,0.0,0.016283978487140527,0.5072417122512328,0.5225756413362405,0.48832532150047253,-0.015333929085007636,0.018916390750760292,0.7,0.039987459778785706,-0.04923604801297188,-0.011611534282565117,0.033799879252910614,-0.02309199795126915,-0.028117846697568893,-0.05056765675544739,7.374479901045561e-05,0.07434527575969696,-0.011360563337802887
0.09,1.0003940932919626,1.139097111059476,-0.0030682436604711136,0.6199511599511598,0.028612830336451404,0.04227567922870785,0.001888207026878419,0.9452486432930451,0.12896825396825395,0.045,1.0,2.1866132408282444,0.0,0.028333067554452918,0.5853752919151564,0.4545026103487542,0.5860313772605331,0.13087268156640214,-0.0006560853453767557,0.1,0.03638226538896561,-0.050814855843782425,-0.015121018514037132,0.04383488744497299,-0.014783013612031937,-0.032598745077848434,-0.03785271570086479,0.004885684233158827,0.07038669288158417,-0.016207240521907806
0.04,1.0005327846248693,1.0302926389185956,-0.003461973862402913,0.608203125,0.06954872388483055,0.20774723285179517,0.02340099675708568,0.6050781608035232,0.14348958333333334,0.02,1.0,0.9272676235474301,0.0,0.039706745817402425,0.5499542124542125,0.5184409340659341,0.5497996794871794,0.03151327838827844,0.00015453296703304975,1.0,0.05361289530992508,-0.03953370824456215,-0.01108133140951395,0.03329475596547127,-0.01953664794564247,-0.028107084333896637,-0.0401817262172699,-0.0047008623369038105,0.06639740616083145,-0.0017023878172039986
0.1,1.0293704824034529,1.12333109713176,-0.13909891763832194,0.5605555555555556,0.09629415507270382,0.5634750034850409,0.03076241869566121,0.5025640850974595,0.10055555555555556,0.05,1.0,2.137821225548319,0.0,0.028599473707650896,0.5870845712022182,0.5013161021984551,0.5456446821152704,0.08576846900376311,0.041439889086947845,0.1,0.03813555836677551,-0.048932451754808426,-0.01222207210958004,0.04149135947227478,-0.01681697554886341,-0.026300085708498955,-0.035605356097221375,-0.0034451030660420656,0.06777834892272949,0.001381580368615687
0.092,1.0091448446528446,1.1125741774557936,-0.07538682832252086,0.599502011108983,0.17639115216735732,1.0075407666600102,-0.028248074852859684,0.08117420631316422,0.10518818234054779,0.046,1.0,4.013101532013337,0.0,0.026990420837279344,0.5881978321025153,0.45176780228759905,0.5843288416287331,0.13643002981491625,0.0038689904737821967,0.1,0.0359305739402771,-0.05183031037449837,-0.015574994497001171,0.022553114220499992,-0.009324595332145691,-0.039914555847644806,-0.03140238672494888,-0.001402906491421163,0.06520815193653107,-0.012523403391242027
0.03,0.9999888592961967,1.0322640494597553,-3.8040563460729065e-05,0.5784192439862543,0.18047788225896733,0.4878315331794706,-0.026766512834062395,0.3429669395484055,0.12740549828178693,0.015,1.0,0.5716880071408673,0.0,0.015353450568083765,0.5132728790021531,0.5139344366726548,0.5142042196995759,-0.000661557670501689,-0.0009313406974227334,1.0,0.03807636722922325,-0.04947348311543465,-0.02287532389163971,0.025106877088546753,-0.01620492897927761,-0.04083288460969925,-0.035448718816041946,-0.011629112996160984,0.06573628634214401,0.00422529736533761
0.063,1.0054416866272005,1.0806783253873578,-0.0495949095453726,0.5580118920567159,0.1733482528735531,0.803197426602177,0.02997899233178941,0.17353118734353346,0.11000999474852197,0.03146638207043757,1.0,3.040338451478118,0.0,0.013558453351092042,0.4639609591686269,0.4311632929843792,0.4374311642682249,0.032797666184247676,0.02652979490040197,0.4,0.038660332560539246,-0.057228345423936844,-0.016126319766044617,0.03558434173464775,-0.02523157186806202,-0.03529651090502739,-0.03264657407999039,-0.006656206678599119,0.06946668773889542,0.0030022922437638044
0.049,1.0013755689347827,1.063305348633766,-0.009196690129762125,0.5728234511470203,0.15676900953424555,0.5650417901710528,-0.046587454495706504,0.26578906074130115,0.12810897229554283,0.02447423764458465,1.0,2.433200299846921,0.0,0.02853011674049373,0.42880559163728577,0.5071093894971238,0.42379925156182346,-0.07830379785983804,0.005006340075462301,0.4,0.03449893742799759,-0.05425824970006943,-0.01054246537387371,0.03340926393866539,-0.017432071268558502,-0.037213802337646484,-0.03314168378710747,-0.012349112890660763,0.07123524695634842,-0.00836851168423891
