X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,auc_mask_from_Xobs,coef_X1_abs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue
0.02,1.0204081632653061,1.0,-0.030361455506815682,0.9387755102040816,0.8705555931085326,0.9693907888233182,-0.3956916099773243,0.05371012827732172,0.5051020408163265,0.008775510204081632,1.0,1.6201671049330095,0.11828507302754336,0.2471655328798186,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515465,1.0,-0.04747728175371646,0.9398625429553265,0.9682836138190367,1.211089731478292,-0.3222604047346316,0.041257280649260576,0.46134020618556704,0.011752577319587629,1.0,2.029389343723704,0.13358865531740727,0.20303550973654066,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653061,1.0,-0.030878341119682018,0.8622448979591836,0.8473791467100131,0.9305828010952736,-0.35600907029478457,0.06917556099149808,0.4872448979591837,0.007346938775510204,1.0,0.819543771947365,0.10419826086748749,0.22959183673469385,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653061,1.08,-0.031074388631647576,0.8520408163265307,0.014663424822601417,0.07005511399503132,-0.047619047619047616,0.7747710587278929,0.298469387755102,0.007959183673469388,1.0,0.5856666617281954,0.11002566610045876,0.07681405895691609,0.5,0.5,0.5,0.0,0.0,1.0
0.04,1.0416666666666665,1.0,-0.062228997755120474,0.6328125000000001,0.32475270047150817,0.1315415572464133,-0.05671296296296291,0.7089387017354016,0.22916666666666666,0.015,1.0,2.323951792961466,0.14870447912898288,0.03877314814814813,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.04,-0.0153505195939736,0.9595959595959596,0.22641233523360543,0.248384633056227,-0.1829405162738496,0.5392358447511312,0.5732323232323232,0.004646464646464647,1.0,0.32249336142751583,0.08769358663256804,0.18462401795735126,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0303030303030303,-0.015713753183645207,0.8787878787878788,0.04417287941961649,0.19597810689072948,0.16386083052749728,0.48418508993515086,0.7626262626262627,0.00404040404040404,1.0,0.4073407449681775,0.07944094250835726,0.3389450056116723,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.020408163265306,1.0,-0.03199913017567091,0.9336734693877551,0.03517076822022428,0.2087190235707894,0.10770975056689341,0.6546773739903589,0.4336734693877551,0.009591836734693878,1.0,1.5416970633220721,0.12689668422027192,0.1771541950113379,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0769230769230769,-0.015206521197740575,0.7171717171717171,0.06120280725129942,0.17394528054313177,-0.13580246913580252,0.6989694906109459,0.46464646464646464,0.00393939393939394,1.0,1.0689707756200586,0.07745673370693174,0.18237934904601574,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653061,1.0,-0.03147506702678449,0.7372448979591837,0.28421864121257706,0.357315956913616,-0.18140589569161003,0.5081311457127746,0.35459183673469385,0.008775510204081632,1.0,1.1140670259732324,0.11867690925869731,0.16780045351473924,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515463,1.0,-0.04642668113837778,0.7903780068728522,0.2677596731967894,0.1392411183270652,0.0626193203512791,0.45379784074289486,0.21477663230240548,0.012371134020618556,1.0,1.8994660074001197,0.13808483597864468,0.062142038946162645,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515465,1.0,-0.04673136150174706,0.7164948453608246,0.21803241295854095,0.4024693197547662,-0.1580756013745705,0.4424563128996791,0.352233676975945,0.012061855670103093,1.0,1.2864114427130167,0.1355858622425849,0.1837533409698358,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0,-0.015160814489936225,0.8787878787878788,0.28498480988456304,0.055287271186295416,-0.04601571268237936,0.9159774045542701,0.7070707070707071,0.004242424242424243,1.0,0.9314763563174628,0.08187646929406169,0.2239057239057239,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0,-0.014957317710924345,0.9393939393939394,0.5781118883466396,0.6770920500824282,0.40404040404040403,0.24090802861578764,0.6969696969696969,0.004343434343434344,1.0,1.04963089027451,0.08311719610038502,0.23793490460157127,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.1578947368421053,-0.01527059729297997,0.8434343434343434,0.2109473001969208,0.3061527569374079,-0.17620650953984285,0.40740323159881675,0.5782828282828283,0.004343434343434344,1.0,1.0584435884677557,0.08336890459071786,0.24354657687991021,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515465,1.0,-0.046245052175371226,0.8865979381443299,0.13129247713628217,0.21842491722149626,0.10843833524245894,0.7512002681764356,0.4261168384879725,0.011443298969072166,1.0,2.0247761018959007,0.13059869987770995,0.16380297823596796,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653064,1.0,-0.030397757809889736,0.8239795918367346,0.5721364517998317,0.6827334558911459,-0.29478458049886624,0.16406896403966154,0.46683673469387754,0.007959183673469388,1.0,1.2569982561549502,0.11015203608383749,0.21938775510204078,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0,-0.01515026965613897,0.9292929292929293,0.13913649682464413,0.09217497742108864,0.07631874298540958,0.550785793696833,0.5732323232323232,0.004242424242424243,1.0,0.4073407449681775,0.08168278245427217,0.08922558922558922,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653061,1.0,-0.03012785895533132,0.7806122448979592,0.043975781253628804,0.1935760871703399,0.1145124716553288,0.2836865861304856,0.5841836734693877,0.008775510204081632,1.0,1.1836381999111536,0.11824562055892882,0.19047619047619047,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.1578947368421053,-0.015349250800198111,0.9393939393939394,0.6481606255159168,0.8628917008259699,0.44668911335578004,0.17041005705678736,0.7095959595959596,0.004242424242424243,1.0,0.8188557998458228,0.08186599777882768,0.24887766554433222,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515465,1.3333333333333333,-0.04632998041607517,0.7491408934707904,0.031977768206832194,0.309948827625376,-0.12371134020618557,0.557402526256209,0.3711340206185567,0.012371134020618556,1.0,1.6720411676437197,0.138150859934408,0.19530355097365407,0.5,0.5,0.5,0.0,0.0,1.0
0.06,1.0638297872340425,1.692307692307692,-0.0949082063641431,0.6773049645390071,0.08528560913966077,0.002071807928966588,-0.0007880220646177549,0.727407618787941,0.21897163120567376,0.01978723404255319,1.0,2.353187482801947,0.16627915275314864,0.038514578408195416,0.6885920698924731,0.4090221774193548,0.3350974462365592,0.2795698924731183,0.35349462365591394,0.4
0.01,1.01010101010101,1.0,-0.015043592133052064,0.803030303030303,0.229056690568484,0.2914975015627449,-0.2098765432098766,0.47374295818041534,0.49242424242424243,0.004242424242424243,1.0,1.0384149666205282,0.08181093451001664,0.19023569023569026,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515463,1.1428571428571428,-0.046751217633294706,0.7096219931271477,0.18455889956384294,0.02464929211570363,-0.012600229095074467,0.8452899524367024,0.27147766323024053,0.01020618556701031,1.0,1.6713161345940981,0.12081573257817108,0.049541809851088206,0.5,0.5,0.5,0.0,0.0,1.0
0.04,1.0416666666666667,1.2352941176470589,-0.06160904533121114,0.8984375,0.11361847262466461,0.24693683886131826,-0.0983796296296297,0.508053495790991,0.3671875,0.019166666666666665,1.0,1.4645615836178574,0.1779823276427033,0.13165509259259262,0.5,0.5,0.5,0.0,0.0,1.0
0.06,1.0638297872340423,1.4736842105263157,-0.09436640816330932,0.6294326241134752,0.28215073331514373,0.25245796214634486,-0.07840819542947203,0.565561168967595,0.30939716312056736,0.0274468085106383,1.0,2.699491617823508,0.20928254176812683,0.04806934594168638,0.585013440860215,0.6693548387096774,0.3445900537634408,-0.08434139784946237,0.2404233870967742,1.0
0.04,1.0416666666666667,1.1875,-0.06239048924286994,0.9348958333333334,0.7556219843303441,1.0711461160141467,-0.2662037037037038,0.06083328220789372,0.3984375,0.015833333333333335,1.0,2.276809836679387,0.15491699938257109,0.19791666666666669,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653064,1.222222222222222,-0.030876963700461446,0.7831632653061225,0.5001844944958931,0.592589739374508,-0.2698412698412698,0.23049428395533722,0.41836734693877553,0.00816326530612245,1.0,1.5016049433981373,0.11222401893362287,0.18707482993197277,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.01010101010101,1.0769230769230769,-0.01536743234397675,0.9494949494949495,0.6581444845129686,0.7077415146672777,-0.398428731762065,0.14137601531309016,0.547979797979798,0.0034343434343434343,1.0,0.27474331362797155,0.07020347740673419,0.26122334455667784,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0201515859046664,1.12,-0.04551757573281823,0.8608247422680412,0.2376165843730256,0.15910486264171098,0.06987399770904923,0.5922229290292982,0.31443298969072164,0.014845360824742268,1.0,1.8147661930697812,0.016258050449581896,0.09230622374952271,0.5,0.5,0.5,0.0,0.0,1.0
0.04,1.0416666666666667,1.12,-0.06312299695940815,0.8984375,0.9752401122799659,1.3390346155383854,-0.3379629629629629,0.023106827963066092,0.4635416666666667,0.01625,1.0,2.0806358632791397,0.1575462475438406,0.24074074074074073,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653061,1.1538461538461537,-0.03047323252136791,0.7346938775510204,0.17943139171956582,0.3098879112808079,-0.15532879818594103,0.5417362548662912,0.36989795918367346,0.007755102040816327,1.0,1.0110456598587796,0.10789212046134526,0.17743764172335602,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515465,1.1764705882352942,-0.046633978308558977,0.6288659793814433,0.12240039454329535,0.0035585673158364715,0.0019091256204658569,0.9918520505853918,0.26890034364261167,0.010824742268041237,1.0,2.0060965257485335,0.12569453745307263,0.06366933944253532,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.0101010101010102,1.0769230769230769,-0.01526513523702655,0.98989898989899,0.36744267913183565,0.751739097348239,0.4343434343434343,0.23209001845104127,0.7424242424242424,0.0038383838383838384,1.0,1.024756731619342,0.07606256437122132,0.4464085297418631,0.5,0.5,0.5,0.0,0.0,1.0
0.01,1.01010101010101,1.0,-0.015677133811718313,0.9393939393939394,0.07603959559358345,0.20971529870198957,0.15600448933782268,0.3811224457449707,0.8434343434343434,0.004545454545454545,1.0,0.5790188868909918,0.08673546313689781,0.37822671156004495,0.5,0.5,0.5,0.0,0.0,1.0
0.03,1.0309278350515463,1.0,-0.04621014866436424,0.8831615120274915,0.5336488269653265,0.2519280488359313,-0.1092019854906453,0.6757225320767608,0.41323024054982815,0.012061855670103093,1.0,1.840654274764437,0.1355138581246685,0.15502100038182515,0.5,0.5,0.5,0.0,0.0,1.0
0.02,1.0204081632653064,1.222222222222222,-0.03060800179890899,0.8596938775510203,0.5922101688205544,0.7393914368964424,-0.3106575963718821,0.14983340811011941,0.4795918367346939,0.009387755102040816,1.0,1.2293173785261762,0.12449326418543567,0.2335600907029479,0.5,0.5,0.5,0.0,0.0,1.0
0.08,1.0065475848601462,1.1379310344827582,-0.08332575338507642,0.6372282608695652,0.2408319102171373,0.2937649962649035,-0.034615384615384714,0.4721545897879942,0.2866847826086957,0.03304347826086956,1.0,2.820939719193698,0.04689201008864899,0.01952281117565005,0.40477897252090794,0.47909199522102747,0.38518518518518513,-0.07431302270011952,0.019593787335722812,0.4
0.11,1.0204150000335006,1.1666666666666665,-0.13934283619508703,0.7997957099080695,0.04152998083960741,0.04541739573931421,0.004735994342735861,0.7116979550751301,0.3546986721144024,0.04696629213483146,1.0,3.6855825766457273,0.018483962062355464,0.0612848176688426,0.7302681992337164,0.5025542784163474,0.723978288633461,0.22771392081736908,0.006289910600255411,0.2
0.1,0.9988776655443322,1.5000000000000002,-0.08966293524124214,0.7966666666666667,0.9768661091149659,2.344516308050019,-0.11667521367521361,0.00272829184885003,0.2916666666666667,0.04888888888888889,1.7857142857142858,3.0692980337552656,0.11765898817691169,0.04955896063108792,0.6638888888888889,0.45092592592592595,0.6564814814814814,0.2129629629629629,0.007407407407407418,0.4
0.12,1.001730991152712,1.9230769230769253,-0.12607517629149512,0.7859848484848485,0.7159253405043858,1.2360996022970854,-0.06660110722610724,0.02119957956430836,0.30492424242424243,0.057272727272727274,2.0689655172413794,3.919022709440468,0.12441466498446867,0.059561114705653465,0.7379310344827585,0.7178160919540231,0.7265325670498085,0.02011494252873547,0.011398467432950032,1.0
0.11,1.012534075666008,1.0999999999999999,-0.11016567882078243,0.9090909090909091,0.8639163242064293,2.1923696746504846,-0.10194272020114714,0.002412229234452053,0.4693564862104188,0.04820224719101124,1.0,2.586927006730561,0.05576293025271293,0.11099922220733122,0.823978288633461,0.441507024265645,0.8192528735632184,0.38247126436781603,0.0047254150702426,0.2
0.09,1.005973891879932,1.142857142857143,-0.09014651721106759,0.8058608058608058,0.4491947605324059,0.5767909974126233,-0.0527707335399642,0.14789417928116144,0.3476800976800977,0.03956043956043956,1.0,3.1586506761649646,0.07230186508459178,0.07952247749693687,0.7763440860215054,0.4676224611708483,0.7578255675029868,0.3087216248506571,0.0185185185185186,0.1
0.06,1.0069115056240683,1.3750000000000002,-0.0757491215431414,0.7943262411347518,0.6858697636296935,0.8947065462456282,-0.08734178941625736,0.08623313709146464,0.3723404255319149,0.02170212765957447,1.0,2.6939252288379016,0.004465110718283749,0.06501343868206474,0.6187836021505376,0.4537970430107527,0.5977822580645161,0.16498655913978494,0.0210013440860215,0.4
