X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_auc_self_delta,caafe_kl_density,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_ctx_domain_prior,llm_ctx_domain_confidence,llm_ctx_stats_consistency,llm_ctx_surprise,llm_ctx_confidence_delta,llm_ctx_counter_strength,llm_ctx_cause_type,llm_ctx_n_causes,llm_ctx_stats_agreement
0.1,0.994246157186556,1.1538461538461542,0.0844582307169931,0.9096876802541923,0.8018518518518518,3.165794497267509,0.37667202724434773,0.0013207221803356894,0.5472222222222222,0.04888888888888889,1.0,3.3371113486106396,0.0,0.2528679399343047,0.9314814814814815,0.7203703703703704,0.8018518518518518,0.21111111111111103,0.12962962962962965,0.1,0.1055555555555554,20.307113391506544,-0.19637744254060197,0.3456956344401236,1.0,0.9,1.0,0.0,0.05,0.25,1.0,1.0,1.0
0.01,0.9992834086083007,1.0161812297734627,0.009468354417797364,0.4827751768895565,0.5,0.511191911952157,0.3385663464653153,0.3864453594385301,0.6515151515151515,0.004949494949494949,1.0,0.7994837793045324,0.001741103917868112,0.18358945525191156,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.18948684745204591,0.21710316855319942,0.0,0.9,0.8,0.2,0.0,0.1,0.0,1.0,0.9
0.01,0.9987916882436625,1.012987012987013,0.010786123039879913,0.72215040822634,0.5,0.4167103041366862,-0.30300928115704395,0.5559009481664383,0.7196969696969697,0.004949494949494949,1.0,0.6628442045368051,0.0034821869348185723,0.24489156278751534,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.6360397794697157,0.21710316855319942,1.0,0.85,1.0,0.1,0.2,0.6,1.0,0.8,1.0
0.06,0.991873356682229,1.0816326530612244,0.09165364082894256,0.0092263808992668,0.34005376344086025,0.059496944139794825,-0.022657497999008402,0.9248363693002984,0.1906028368794326,0.03,1.0,2.6377496492551997,0.0,0.022955907637236844,0.594758064516129,0.25277777777777777,0.34005376344086025,0.34198028673835124,0.25470430107526876,0.1,0.6138888888888888,19.582662314647784,0.6162295670215183,0.16492132635644413,1.0,0.8,1.0,0.0,0.05,0.15,1.0,1.0,1.0
0.02,0.9975037699236248,1.0057306590257875,0.025785233207536562,0.14761110275845274,0.8877551020408164,0.8484910017797842,0.35522723894211927,0.17963585305270968,0.8112244897959184,0.009795918367346938,1.0,1.097373389359961,0.004950152345448408,0.3003422803470126,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.40315219729984575,0.2304243096623153,1.0,0.9,1.0,0.0,0.05,0.1,1.0,0.8,1.0
0.09,0.9906500237130303,1.1149825783972123,0.11736107148252672,0.35033428768318475,0.3849462365591398,0.567302018632377,0.12937288171419292,0.21474947926144305,0.39407814407814407,0.04450549450549451,1.0,3.447461932504525,0.02728543577438493,0.1182751003096121,0.3091995221027479,0.6466547192353643,0.38136200716845875,-0.3374551971326164,-0.07216248506571082,0.1,0.12119883040935653,19.17264433378211,0.12330865731086238,0.29507810259416395,1.0,0.9,1.0,0.1,0.05,0.1,1.0,0.8,1.0
0.07,0.9929919997164904,1.026819923371648,0.09554820509816886,0.24154154327216698,0.578853046594982,0.4996142226203948,0.12595548410056145,0.2797979305826537,0.3544546850998464,0.03462365591397849,1.0,2.6123129598406587,0.0,0.11195345780458056,0.5609318996415771,0.6881720430107526,0.578853046594982,-0.12724014336917555,-0.017921146953404965,0.7,0.18669590643274847,19.630284376961328,0.5632590723744615,0.2842857965034611,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.06,0.9956810524773866,1.1821862348178147,0.0709788224627792,0.13020467787486886,0.3422379032258065,0.4458749494882267,-0.12298131312013116,0.45476373077548593,0.349290780141844,0.03,1.0,1.9160002493690005,0.0,0.08509739015637315,0.4490927419354838,0.2820900537634409,0.3422379032258065,0.16700268817204295,0.10685483870967732,0.4,0.2359649122807017,18.531541932191917,0.4582706684119109,0.26975594648794116,1.0,0.8,1.0,0.0,0.1,0.4,1.0,0.8,1.0
0.05,0.9987327355267169,1.0155763239875395,0.02376925194178925,0.16046484990293797,0.36122311827956993,0.11883171280338757,0.04532658863126032,0.9621562166600016,0.3526315789473684,0.024736842105263158,1.0,2.3949599338217555,0.003974881165226188,0.04390876080886502,0.22580645161290322,0.0,0.36122311827956993,0.0,-0.1354166666666667,0.0,0.07894736842105254,19.51088331143884,-0.5230428566624314,0.28481616998877074,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.07,0.9914603592295169,1.0266666666666673,0.08879560363791594,0.6531001114960949,0.3010752688172043,0.7475954389971049,0.17428692619186403,0.22146724886097946,0.3279569892473118,0.03462365591397849,1.0,3.2066800907760427,0.004754430149207856,0.1046870641467836,0.27419354838709675,0.46326164874551967,0.3010752688172043,-0.18906810035842292,-0.02688172043010756,0.4,0.2780701754385966,18.78397127097902,-0.2904809054002757,0.30082773617175845,1.0,0.85,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.08,0.9926067737128622,1.0694444444444446,0.09040585034705761,0.3479625154077363,0.8188769414575866,2.653521980414956,0.3741671225214185,0.0036927601542560903,0.6589673913043479,0.04,1.0,3.0157042408465453,0.0,0.28406132968739384,0.9344086021505377,0.7561244630210147,0.8188769414575866,0.178284139129523,0.11553166069295107,0.1,0.079093567251462,20.960260834972157,-0.23708792586836047,0.25892538487318395,1.0,0.9,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.11,0.9898553174327814,1.3137254901960795,0.15591122701836335,0.5095038966627627,0.4147828863346105,0.8321359900994584,0.1491925458756485,0.15209848543237323,0.33120531154239025,0.05438202247191011,1.0,3.4693968914532483,0.006096941742618495,0.09766687749763156,0.38196040868454667,0.46300563236047115,0.4147828863346105,-0.08104522367592448,-0.03282247765006385,1.0,0.39950980392156854,19.949736802980887,0.7702728971218029,0.30301288125238973,1.0,0.85,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.09,0.9884869688516252,1.224913494809688,0.11952620085875976,0.8876952157010054,0.6835125448028673,1.7437513496996684,0.2744100621311861,0.015476716657271166,0.44932844932844934,0.04351648351648352,1.0,3.0896432544874384,0.005453967815287567,0.1891711650659753,0.7236559139784946,0.24448284690220176,0.6835125448028673,0.4791730670762928,0.04014336917562733,0.1,0.19970760233918117,20.198246248543967,-0.20534615333193829,0.18982692800818718,1.0,0.95,1.0,0.05,0.0,0.15,1.0,1.0,1.0
0.05,0.9956511855169421,1.0827067669172936,0.059605233029655924,0.9239220708351282,0.655241935483871,1.631975673569235,0.318448187444299,0.017675459368525763,0.6421052631578947,0.024736842105263158,1.0,2.251371645422187,0.015905255286490484,0.21172111007491715,0.6399529569892474,0.9739583333333334,0.655241935483871,-0.334005376344086,-0.015288978494623628,0.4,0.06315789473684208,18.56586078327614,0.13507144259925452,0.22771816513941218,1.0,0.9,0.95,0.05,0.0,0.2,1.0,1.0,1.0
0.03,0.997051927423329,1.0647482014388496,0.037096542543428535,0.5382572130710127,0.7329545454545454,0.6086023745348889,0.2291289370094739,0.3739523804881386,0.513745704467354,0.014845360824742268,1.0,1.5962331307703863,0.0,0.14677641747630593,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.08456671429084528,0.22108607919485393,1.0,0.85,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.08,0.989230821331295,1.1784615384615384,0.11114707253749645,0.35674752394773845,0.6739545997610513,0.8471122675384813,0.18173617937507452,0.13881353465465074,0.389945652173913,0.04,1.0,3.082325625473063,0.0,0.14992387756816145,0.6021505376344086,0.5724910394265232,0.6739545997610513,0.029659498207885382,-0.0718040621266427,1.0,0.30555555555555547,20.00505815946226,-0.24513950804669227,0.2901024814517316,1.0,0.9,1.0,0.0,0.02,0.1,1.0,1.0,1.0
0.07,0.9938492357648318,1.0657439446366774,0.08106572617629038,1.2243708722638558,0.6792114695340502,1.8184577209091597,0.31737903934204825,0.012925474852764893,0.43164362519201227,0.03387096774193549,1.0,2.8984196623043674,0.0,0.17210820698245954,0.6774193548387096,0.3023477264300401,0.6792114695340502,0.37507162840866953,-0.0017921146953405742,0.1,0.17573099415204696,20.72667226567059,0.03652594997111791,0.33723576648940096,1.0,0.85,1.0,0.1,0.0,0.25,1.0,1.0,1.0
0.05,0.9937232119279288,1.0242424242424246,0.06994768354368897,0.3904049073181493,0.33702956989247307,0.003254613198835129,0.0014483517468347196,1.0,0.3710526315789474,0.024736842105263158,1.0,2.448099920316876,0.01192715007966753,0.03842612757104451,0.4338037634408602,0.0,0.33702956989247307,0.0,0.09677419354838712,0.0,0.10526315789473684,18.902744659442185,-0.06077688470010312,0.3191033575976437,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.07,0.9927467441009129,1.1604938271604939,0.07722415356575962,0.01755665970953832,0.6272401433691756,1.002655042501391,0.21307111985504795,0.10211521230090302,0.4573732718894009,0.03462365591397849,1.0,2.9795552325309633,0.004754315925919612,0.17152687146505052,0.6021505376344086,0.34579124579124576,0.6164874551971326,0.25635929184316286,-0.014336917562723928,0.2,0.2782163742690058,20.25940366385102,-0.6530686144272235,0.30082773617175845,1.0,0.85,0.95,0.05,0.0,0.25,1.0,1.0,1.0
0.04,0.997113745544708,1.0304054054054053,0.03862910262589847,0.1873426321380887,0.359375,0.25545949003934054,0.09473293680824896,0.6664927823355893,0.42187500000000006,0.02,1.0,2.2968072289141794,0.0,0.09915567510847413,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.3951489468641185,0.30723956979801353,1.0,0.85,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.07,0.9947215856787512,1.0871080139372815,0.07512881012527506,0.2822799323423834,0.8673835125448028,0.6763614408006029,0.15783137677333908,0.15212321702651857,0.5456989247311828,0.03462365591397849,1.0,2.609783064770038,0.004754344480969874,0.19181288210852954,0.9336917562724015,0.0,0.8727598566308243,0.0,0.06093189964157719,0.0,0.10073099415204656,20.617808466533308,-0.05113395948191135,0.2842857965034611,1.0,0.9,1.0,0.0,0.0,0.2,1.0,0.8,1.0
0.02,0.9986562389929192,1.0336700336700335,0.020017786200886678,0.3415733602066838,0.07142857142857145,0.08332981188652944,0.05238870687807823,0.9411184989616599,0.46683673469387754,0.009591836734693878,1.0,1.5222641689397538,0.002475224776859472,0.042625488270616435,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.06532183814043568,0.22414490178678,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.09,0.9948728956993419,1.2319391634980998,0.08681509081783012,0.6568646418082992,0.6816009557945041,0.46358543953414383,0.10969404049528925,0.4407800401516784,0.3253968253968254,0.04450549450549451,1.0,3.2057710866672715,0.0,0.07386010474775184,0.6522102747909199,0.4285543608124253,0.6887694145758662,0.22365591397849455,-0.03655913978494629,0.1,0.23830409356725157,20.0575187158183,0.15179321545992996,0.25569276500143234,1.0,0.85,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.08,0.9884747018731048,1.0740740740740753,0.11756904365651422,0.008884335982816521,0.6778972520908004,0.5891531222806198,0.13371642269868755,0.17198051263884062,0.37364130434782605,0.04,1.0,3.111043489726235,0.0,0.10987371001076691,0.5948626045400239,0.6188172043010752,0.6778972520908004,-0.0239545997610513,-0.0830346475507765,0.7,0.25263157894736843,19.44666556622559,-0.4255762164136172,0.25892538487318395,1.0,0.85,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.08,0.9957714704180102,1.1255411255411252,0.08941695289894702,0.30980000218764836,0.847431302270012,2.331875994164112,0.32273153993904585,0.005499886396412377,0.6453804347826088,0.0391304347826087,1.0,3.422502215422031,0.0,0.24813024116978188,0.9421744324970133,0.3157407407407407,0.847431302270012,0.6264336917562725,0.09474313022700132,0.1,0.06140350877192979,20.269786769612605,0.9118247004647384,0.2819836406510497,1.0,0.9,1.0,0.0,0.0,0.25,1.0,1.0,1.0
0.04,0.9980267152398301,1.0341880341880352,0.04219557460659673,0.2949996803019388,0.6770833333333334,0.5767638356258922,-0.18800058335698305,0.27160045077420303,0.44791666666666663,0.02,1.0,1.8603228709762014,0.0,0.184538929612601,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0728692617998856,0.2076220868171629,1.0,0.9,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.06,0.9931553546992103,1.0584958217270188,0.07115745237348214,0.6951052344885797,0.7765456989247311,0.18965995256486778,-0.06656794213528111,0.48146448661717645,0.33599290780141844,0.03,1.0,2.7993190698428165,0.0,0.044850941507082076,0.7073252688172044,0.6820601851851852,0.7713373655913979,0.02526508363201918,-0.0640120967741935,1.0,0.21959064327485367,20.646330386695613,-0.6808032940062607,0.30192766955751327,0.0,0.85,1.0,0.0,0.03,0.2,0.0,1.0,1.0
0.09,0.9936701160033593,1.1250000000000009,0.10664475047462285,0.025586884169875753,0.45125448028673826,0.2867465512357436,-0.07699463214551672,0.3727613991321098,0.3031135531135531,0.04450549450549451,1.0,3.191914639445768,0.0,0.05917881515668677,0.5393070489844684,0.7137992831541219,0.45125448028673826,-0.17449223416965354,0.0880525686977301,0.4,0.4334795321637428,19.03554941130876,0.720210530942861,0.3405237479640617,1.0,0.9,1.0,0.0,0.05,0.25,1.0,1.0,1.0
0.09,0.995762974342456,1.1784232365145229,0.0884241950714919,0.13682754311903153,0.5906810035842294,0.6283599007866881,0.1313277426700944,0.20168946964658607,0.40231990231990233,0.04450549450549451,1.0,3.5240519943177033,0.005451672774355704,0.12087017281702063,0.6456391875746714,0.6368566618566619,0.5942652329749104,0.008782525718009526,0.05137395459976102,1.0,0.13830409356725148,19.78828493583915,0.6375797521864164,0.27082419923612644,1.0,0.7,0.9,0.1,0.05,0.25,1.0,1.0,1.0
0.05,0.9953211149383396,1.0379008746355682,0.05600483009591528,0.31584520266660837,0.6478494623655914,1.3422959282696505,0.3245164277641413,0.08472017526813862,0.5710526315789474,0.024736842105263158,1.0,2.7419894619669494,0.0,0.25053593769664295,0.8062836021505376,0.0,0.6586021505376344,0.0,0.14768145161290325,0.0,0.07368421052631569,20.00325787325368,-0.7485079303119715,0.3381782912522156,1.0,0.85,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.07,0.9931133027799475,1.0619469026548671,0.07585634113630146,0.5344308621450092,0.35125448028673834,0.6342746496011725,0.15057352659312984,0.29820463030328925,0.33832565284178184,0.03462365591397849,1.0,2.6888666150508667,0.0047545872196725035,0.08939329718111973,0.31362007168458783,0.3645310633213859,0.34767025089605735,-0.050910991636798075,-0.03405017921146952,1.0,0.042543859649122884,20.57590631469825,-0.6474922206072624,0.36810674201048993,1.0,0.85,0.95,0.05,0.03,0.25,1.0,1.0,1.0
0.08,0.9918655324725875,1.136718749999999,0.10129552087643512,0.08049749901482064,0.7025089605734767,1.2154867967628542,0.21899613585979694,0.10799366141814426,0.43478260869565216,0.0391304347826087,1.0,3.0162803405970147,0.0,0.16782330017743707,0.7396654719235364,0.2868812569521691,0.7062126642771803,0.4527842149713673,0.03345280764635605,0.1,0.3052631578947369,18.59781145854616,-0.035599647942527124,0.30706694059542466,1.0,0.9,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.07,0.9944764394822692,1.113043478260869,0.08436411355773155,0.3887347882765978,0.7813620071684587,1.9538951139546183,0.3150449575040894,0.013423890448089759,0.5614439324116743,0.03462365591397849,1.0,2.8512359175720876,0.0,0.22217818862152716,0.8942652329749103,0.3210648148148148,0.7813620071684587,0.5732004181600956,0.11290322580645162,0.1,0.053801169590643405,18.796655684025108,0.28677974202703016,0.26120077054548846,1.0,0.9,1.0,0.0,0.02,0.15,1.0,0.8,1.0
0.06,0.994222229842097,1.07749077490775,0.07499487761930823,0.7924518462251391,0.7046370967741936,0.5670713064734964,0.15388011225680315,0.34176112507598067,0.3297872340425532,0.029361702127659574,1.0,2.7808772855659685,0.0,0.07726007450145257,0.6302083333333334,0.5651881720430109,0.6992607526881721,0.06502016129032251,-0.06905241935483875,0.7,0.32499999999999996,18.629303257361002,-0.26534125251581964,0.2853513427612196,1.0,0.8,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.12,0.988330087328014,1.1412639405204463,0.1548488602967042,0.6388453888834486,0.6699233716475096,1.5397870070851891,0.21259725005231578,0.044421905936976494,0.4630681818181818,0.06,1.0,3.711789007485432,0.0,0.1444575492175466,0.6986590038314177,0.27886092402221435,0.6727969348659003,0.4197980798092033,0.02586206896551735,0.1,0.18039215686274523,20.253738438723037,0.22637842972599476,0.3340717404545705,1.0,0.9,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.05,0.995265079818058,1.0279720279720277,0.05903471647977343,0.8491634766379319,0.7552083333333334,1.8944320421304353,0.38070789498578533,0.011912745863959455,0.6499999999999999,0.024736842105263158,1.0,2.1566269724433917,0.0,0.28029269930158807,0.8551747311827956,0.7576599326599327,0.7552083333333334,0.09751479852286293,0.09996639784946226,0.7,0.08947368421052637,19.398716063771726,0.09308899132927229,0.24764181590255965,1.0,0.9,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.05,0.9944942193620433,1.0840336134453787,0.07133479382930985,0.48531609975448664,0.6733870967741935,1.2378764300500797,0.26039313115823337,0.06200451204528191,0.518421052631579,0.024736842105263158,1.0,2.390048036980301,0.007950502239549306,0.19631253249507497,0.778393817204301,0.0,0.6629704301075269,0.0,0.11542338709677413,0.0,0.2842105263157896,18.9487157754208,1.0705277134343767,0.2692808552773781,1.0,0.85,0.95,0.05,0.0,0.2,1.0,1.0,1.0
0.06,0.9964535097821674,1.0541516245487368,0.059404694947519654,0.1184343795519512,0.5952620967741935,0.5446521365802328,0.1399605571512052,0.20408470481035024,0.4867021276595745,0.03,1.0,1.388631208186806,0.0,0.11828266835142902,0.5268817204301075,0.5274305555555555,0.5952620967741935,-0.0005488351254480106,-0.068380376344086,1.0,0.1438596491228069,20.60669601709231,0.08738333388731867,0.32892817729348817,1.0,0.85,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.05,0.9955356118162828,1.043478260869565,0.06516069906909716,0.11808455114768222,0.2103494623655914,0.19240309192939786,0.07126049918097671,0.41988270263769056,0.41315789473684206,0.024736842105263158,1.0,2.198635454156258,0.0,0.08857375292259359,0.2153897849462366,0.0,0.2103494623655914,0.0,0.005040322580645185,0.0,0.13684210526315788,18.06597530358139,0.7717499147540066,0.22771816513941218,1.0,0.8,0.9,0.1,0.05,0.15,1.0,1.0,1.0
0.06,0.9969365958967106,1.0781758957654715,0.046958731195593684,0.4838472175557026,0.7049731182795699,1.5300191688231044,0.306661104815731,0.042893185637996004,0.5345744680851063,0.03,1.0,2.476708266203251,0.0,0.22408796999032976,0.8010752688172044,0.6434027777777778,0.7049731182795699,0.1576724910394266,0.09610215053763449,0.7,0.0,20.7563152268531,-0.2506634030615764,0.26975594648794116,1.0,0.9,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.04,0.9925525756669762,1.0377922784121807,0.040898892727586345,0.2790405162915248,0.7604166666666666,0.6879057996402735,-0.21150188802699216,0.3743722893166712,0.45833333333333337,0.02,1.0,1.9591010307917145,0.0,0.10917041451939022,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4909642748320773,0.3256060944026408,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.02,0.9966336737725694,1.0075798592311853,0.019073236313589592,0.06819875351426193,0.24489795918367346,0.17589890918479395,-0.10139165873519973,0.7582608845724571,0.44387755102040816,0.009795918367346938,1.0,1.6969583942397475,0.0,0.07863199078521359,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4571030824955722,0.3263570012036245,1.0,0.9,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.03,0.9940994526448382,1.0917404972849383,0.035310072870782305,0.879836589671342,0.7657828282828283,1.2676430300589288,-0.3706725688284845,0.1694297619393066,0.6305841924398625,0.014845360824742268,1.0,1.2308573570650088,0.0030465015988424184,0.17250915169790826,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3899300564528396,0.33904250246259393,1.0,0.9,1.0,0.0,0.0,0.2,1.0,0.8,1.0
0.03,0.9932805119439548,1.0049423393739703,0.03734627932183887,0.7678854585564314,0.670770202020202,1.3068478895454214,-0.3695186955429187,0.07537637540559032,0.5841924398625429,0.014845360824742268,1.0,2.0128339089921248,0.0060932043378934785,0.1958771077785271,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4628074778314364,0.38496728275403014,1.0,0.95,1.0,0.0,0.0,0.1,1.0,1.0,1.0
0.03,0.9947283058901824,1.0076422303990944,0.033163999004557854,0.8714020867499038,0.6281565656565656,1.2400906871160706,-0.3662314813821514,0.19593351055629626,0.679553264604811,0.014845360824742268,1.0,2.1751163277873653,0.0030465015988424184,0.19145333756621635,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.379702985332239,0.33904250246259393,1.0,0.85,1.0,0.1,0.05,0.25,1.0,0.8,1.0
0.02,0.996788965601906,1.009559748427673,0.016326984220801116,0.1458123424512037,0.7040816326530612,0.17777392347960638,-0.1121208581815093,0.7582573709790497,0.5739795918367347,0.01,1.0,1.5759443640204556,0.0,0.1319802443369155,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.6499746744149533,0.4307170782773865,1.0,0.8,1.0,0.0,0.05,0.15,1.0,1.0,1.0
0.04,0.9920691868535586,1.0648081100651698,0.05870966145168832,1.0396967949688147,0.90625,2.4519929984136293,-0.4449885496484092,0.01634367586175919,0.6848958333333334,0.02,1.0,2.278375842044423,0.0,0.21797868332018822,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.6034481883749607,0.31624548595456314,1.0,0.95,1.0,0.0,0.0,0.15,1.0,1.0,1.0
