idx,y_true,y_pred,correct,true_label,pred_label,group,dataset
191,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
192,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
193,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
194,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
195,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
196,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
197,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
198,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
199,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
200,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
201,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
202,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
203,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
204,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
205,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
206,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
207,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
208,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
209,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
210,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
211,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
212,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
213,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
214,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
215,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
216,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
217,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
218,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
219,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
220,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
221,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
222,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
223,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
224,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
225,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
226,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
227,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
228,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
229,0,2,False,MCAR,MNAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
230,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
231,0,1,False,MCAR,MAR,MCAR_hypothyroid_t4u,hypothyroid_t4u
232,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
233,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
234,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
235,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
236,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
237,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
238,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
239,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
240,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
241,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
242,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
243,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
244,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
245,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
246,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
247,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
248,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
249,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
250,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
251,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
252,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
253,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
254,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
255,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
256,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
257,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
258,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
259,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
260,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
261,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
262,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
263,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
264,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
265,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
266,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
267,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
268,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
269,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
270,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
271,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
272,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
273,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
274,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
275,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
276,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
277,1,0,False,MAR,MCAR,MAR_airquality_ozone,airquality_ozone
278,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
279,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
280,1,1,True,MAR,MAR,MAR_airquality_ozone,airquality_ozone
281,1,2,False,MAR,MNAR,MAR_airquality_ozone,airquality_ozone
632,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
633,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
634,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
635,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
636,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
637,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
638,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
639,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
640,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
641,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
642,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
643,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
644,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
645,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
646,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
647,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
648,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
649,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
650,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
651,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
652,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
653,1,1,True,MAR,MAR,MAR_sick_tsh,sick_tsh
654,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
655,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
656,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
657,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
658,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
659,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
660,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
661,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
662,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
663,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
664,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
665,1,1,True,MAR,MAR,MAR_sick_tsh,sick_tsh
666,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
667,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
668,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
669,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
670,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
671,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
672,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
673,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
674,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
675,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
676,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
677,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
678,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
679,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
680,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
681,1,2,False,MAR,MNAR,MAR_sick_tsh,sick_tsh
682,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
683,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
684,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
685,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
686,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
687,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
688,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
689,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
690,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
691,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
692,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
693,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
694,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
695,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
696,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
697,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
698,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
699,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
700,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
701,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
702,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
703,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
704,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
705,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
706,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
707,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
708,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
709,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
710,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
711,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
712,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
713,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
714,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
715,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
716,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
717,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
718,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
719,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
720,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
721,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
722,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
723,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
724,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
725,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
726,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
727,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
728,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
729,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
730,1,2,False,MAR,MNAR,MAR_titanic_age,titanic_age
731,1,1,True,MAR,MAR,MAR_titanic_age,titanic_age
832,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
833,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
834,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
835,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
836,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
837,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
838,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
839,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
840,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
841,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
842,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
843,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
844,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
845,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
846,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
847,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
848,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
849,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
850,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
851,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
852,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
853,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
854,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
855,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
856,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
857,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
858,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
859,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
860,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
861,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
862,2,0,False,MNAR,MCAR,MNAR_colic_refluxph,colic_refluxph
863,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
864,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
865,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
866,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
867,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
868,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
869,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
870,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
871,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
872,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
873,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
874,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
875,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
876,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
877,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
878,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
879,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
880,2,2,True,MNAR,MNAR,MNAR_colic_refluxph,colic_refluxph
881,2,1,False,MNAR,MAR,MNAR_colic_refluxph,colic_refluxph
