missing_total,missing_X0,mi_mask,corr_mask,delta_mean,dixon_extreme_score,reg_auc,reg_coef_norm,little_pvalue,little_score,jj_pvalue,jj_score,llm_mcar_score,llm_missing_depends_on_value,llm_missing_depends_on_trend,llm_missing_depends_on_extremes,llm_missing_after_change,llm_seasonality_in_missing
0.0132,0.066,0.1489578881597497,-1.0485930490643055e-17,-1.1102230246251565e-16,0.0,0.5685062617610798,0.21918622015757167,0.978716759704988,0.009342974688120285,0.854112233909035,0.06848505745531841,0.0,0.0,0.0,0.0,0.0,0.0
0.0104,0.052,0.10929035360834044,-4.186287137817643e-18,5.551115123125783e-17,0.0,0.5287447257383966,0.08450683842929689,0.9914779644190099,0.003716933538935216,0.9076851280616713,0.04206478018053248,0.0,0.0,0.0,0.0,0.0,0.0
0.0016,0.008,0.018154136431443868,9.376993742792353e-19,0.0,0.0,0.7234122983870968,0.765622210674137,0.973805476867074,0.011527787228551729,0.8381527784207402,0.07667681099084236,0.0,0.0,0.0,0.0,0.0,0.0
0.0086,0.043,0.09288788736098322,-6.201543764893343e-19,0.0,0.0,0.587494836091468,0.3100020795871705,0.9733314710021056,0.011739234231123712,0.8366949817124582,0.07743283579631688,0.0,0.0,0.0,0.0,0.0,0.0
0.0064,0.032,0.07395497365710772,-8.404376418277702e-18,-5.551115123125783e-17,0.0,0.5478757747933884,0.1530742438923445,0.9909338227557739,0.003955347907918279,0.9047835243026392,0.043455316316018816,0.0,0.0,0.0,0.0,0.0,0.0
0.0174,0.087,0.19349761364715998,4.3695914869706215e-18,-2.220446049250313e-16,0.0,0.5456937467739296,0.17572771796930386,0.9824046914496481,0.007709572235247356,0.8673526911303822,0.06180426969168361,0.0,0.0,0.0,0.0,0.0,0.0
0.0104,0.052,0.11536115831935154,1.2910092876105265e-17,5.551115123125783e-17,0.0,0.550490912041545,0.1673092029819204,0.9841901111370036,0.006921002947749247,0.874262619468209,0.058358090187315664,0.0,0.0,0.0,0.0,0.0,0.0
0.0036,0.018,0.040256384331106634,-1.551895865289692e-17,0.0,0.0,0.6104322244851776,0.39262930074850694,0.9760230004279971,0.010539947864801608,0.845154917507843,0.07306367726071016,0.0,0.0,0.0,0.0,0.0,0.0
0.018,0.09,0.21883586434855257,-4.637138093180781e-17,-1.1102230246251565e-16,0.0,0.5350549450549451,0.12428101514618085,0.9852175288324844,0.0064678698663286184,0.8784168137960036,0.05629935997397131,0.0,0.0,0.0,0.0,0.0,0.0
0.0196,0.098,0.21772113936641535,-3.1978578167270946e-18,-5.551115123125783e-17,0.0,0.5582831802343997,0.21221532733583834,0.9768850041753161,0.010156557050415571,0.8479638338266715,0.07162267027212461,0.0,0.0,0.0,0.0,0.0,0.0
0.0216,0.108,0.23179391161334106,4.627855030788551e-17,5.551115123125783e-17,0.0,0.5464623816641754,0.17169509053489274,0.9797043849627298,0.008904948130703135,0.8575373205458,0.06674697011387516,0.0,0.0,0.0,0.0,0.0,0.0
0.0021999999999999997,0.011,0.025665573145312752,-8.563005459373926e-18,-1.1102230246251565e-16,0.0,0.6271716150381469,0.4486568565763025,0.9811752629318843,0.008253409617309707,0.8627967308402759,0.06409150911969938,0.0,0.0,0.0,0.0,0.0,0.0
0.008799999999999999,0.044,0.10024641873908552,7.487209402919437e-18,0.0,0.0,0.5405096995055154,0.12415419333396861,0.9903175712588108,0.00422551517092706,0.9016006669677623,0.044985775688312295,0.0,0.0,0.0,0.0,0.0,0.0
0.0062,0.031,0.07312123937879582,1.437678315637706e-17,2.220446049250313e-16,0.0,0.6289823229801258,0.39894285808919583,0.9694089351244912,0.013492981665685515,0.8250969843727421,0.08349500017447092,0.0,0.0,0.0,0.0,0.0,0.0
0.004,0.02,0.047998870925913234,-8.107645309757492e-18,1.1102230246251565e-16,0.0,0.5878061224489797,0.27625516439282877,0.9821744824848692,0.007811353303551719,0.8664877626764842,0.06223756640604205,0.0,0.0,0.0,0.0,0.0,0.0
0.0134,0.067,0.1421025823353499,5.141888217295522e-18,5.551115123125783e-17,0.0,0.5586856713218473,0.2027532660601676,0.9835859656214168,0.007187676656235587,0.8718827319266322,0.059541923670616254,0.0,0.0,0.0,0.0,0.0,0.0
0.0038,0.019,0.04369164731526248,4.0925667588835245e-17,0.0,0.0,0.631096088845968,0.43778829103078004,0.9763770541700293,0.010382435486347008,0.8463024208714701,0.07247441681182332,0.0,0.0,0.0,0.0,0.0,0.0
0.0046,0.023,0.05556781882026407,-1.398870856143794e-18,5.551115123125783e-17,0.0,0.6077166125228072,0.33796333131835826,0.9779173083091499,0.009697867158571105,0.8513975380727152,0.06986760997633654,0.0,0.0,0.0,0.0,0.0,0.0
0.0038,0.019,0.04204177562489139,2.9000709721709124e-17,-5.551115123125783e-17,0.0,0.6030902945436987,0.36170100844791303,0.9750047128268988,0.010993285070930186,0.8419010209612307,0.07473896381758831,0.0,0.0,0.0,0.0,0.0,0.0
0.009,0.045,0.10413354820441778,1.0596689896871313e-17,-2.220446049250313e-16,0.0,0.631413612565445,0.4763303410684486,0.9663733902618372,0.014855037147565692,0.8166244025554033,0.08797764653301918,0.0,0.0,0.0,0.0,0.0,0.0
0.016800000000000002,0.084,0.17923109061948167,-4.043674459072701e-17,-1.6653345369377348e-16,0.0,0.5427973591183197,0.1491481634149502,0.9839135121421648,0.007043075196921999,0.8731674810711574,0.058902446868457775,0.0,0.0,0.0,0.0,0.0,0.0
0.0021999999999999997,0.011,0.02543968435982521,2.2193101017269947e-17,-1.1102230246251565e-16,0.0,0.7321444985752367,0.77598287567004,0.9689597340802143,0.013694270039137195,0.8238175209625381,0.08416897570027318,0.0,0.0,0.0,0.0,0.0,0.0
0.0162,0.081,0.18590010256239628,1.0866569144693122e-17,-2.220446049250313e-16,0.0,0.5247786778436034,0.08606417466576788,0.9891044386415507,0.004757849220788478,0.8956181943131404,0.04787709239365754,0.0,0.0,0.0,0.0,0.0,0.0
0.0184,0.092,0.20801130589285888,3.141076455806198e-18,-5.551115123125783e-17,0.0,0.5595551618463895,0.1973202417655676,0.9716934523070488,0.012470723725340901,0.8317545017156442,0.0800048399151391,0.0,0.0,0.0,0.0,0.0,0.0
0.0082,0.041,0.09489796996470534,-3.0221178589301544e-17,-5.551115123125783e-17,0.0,0.5663419720745695,0.2445731585375469,0.978880851636264,0.009270166854649204,0.8546757130974457,0.06819863699982219,0.0,0.0,0.0,0.0,0.0,0.0
0.009600000000000001,0.048,0.11131424904738435,1.44753848150007e-17,0.0,0.0,0.5743609943977591,0.2493611004883916,0.9813761975431599,0.008164479675891352,0.8635309468896329,0.06372209373917805,0.0,0.0,0.0,0.0,0.0,0.0
0.0188,0.094,0.22762672721499572,3.127205321449832e-17,5.551115123125783e-17,0.0,0.5498215208303978,0.17367620001301318,0.9817290875332797,0.008008341155717412,0.8648300607874655,0.06306922307044836,0.0,0.0,0.0,0.0,0.0,0.0
0.007000000000000001,0.035,0.08178012615730977,-1.4718733622434664e-18,0.0,0.0,0.6721539600296077,0.5765551582986163,0.948560406862428,0.022935006861068193,0.7731970169120963,0.11170983020105674,0.0,0.0,0.0,0.0,0.0,0.0
0.014199999999999999,0.071,0.17417875487828344,3.319193789955253e-17,5.551115123125783e-17,0.0,0.5681559756818629,0.21832144071344325,0.9774904742483346,0.009887466158736891,0.8499682508544762,0.07059729632832575,0.0,0.0,0.0,0.0,0.0,0.0
0.0104,0.052,0.12113131033037505,-5.481246464658326e-19,-1.1102230246251565e-16,0.0,0.5414435248296008,0.15191142289463208,0.9883100406112493,0.005106792452644735,0.891879884439801,0.04969363109200625,0.0,0.0,0.0,0.0,0.0,0.0
0.0066,0.033,0.07287066580452556,2.521233899974802e-17,-5.551115123125783e-17,0.0,0.6035536335432923,0.3466619356749311,0.972445380822055,0.01213478226316618,0.8340041591546793,0.07883178354280972,0.0,0.0,0.0,0.0,0.0,0.0
0.012199999999999999,0.061,0.14377611763322004,1.7543377560695454e-17,1.1102230246251565e-16,0.0,0.548700221721748,0.15980210666310873,0.9848356090807137,0.00663625683986728,0.8768562185115045,0.05707161373353154,0.0,0.0,0.0,0.0,0.0,0.0
0.0094,0.047,0.0994331383223557,3.971260768041098e-17,1.6653345369377348e-16,0.0,0.5667879707977049,0.23007064121232984,0.9818121388251468,0.007971602718744293,0.8651376213510484,0.06291480185391178,0.0,0.0,0.0,0.0,0.0,0.0
0.0104,0.052,0.12340363813117292,-1.9088124476385982e-17,-5.551115123125783e-17,0.0,0.615546900357027,0.3932724587149248,0.9673369162101388,0.01442223805067005,0.8192706891789239,0.08657258249634829,0.0,0.0,0.0,0.0,0.0,0.0
0.014599999999999998,0.073,0.16743074700515348,5.346341821008296e-17,1.1102230246251565e-16,0.0,0.5478860959642978,0.16453059715817464,0.9803240899819072,0.00863032510083919,0.859729154782283,0.06563834539577497,0.0,0.0,0.0,0.0,0.0,0.0
0.0218,0.109,0.2564375547260845,1.2205297695439297e-17,0.0,0.0,0.5316467426559169,0.12547052567071787,0.9819888490786624,0.007893443792582876,0.8657943707539151,0.06258524222170672,0.0,0.0,0.0,0.0,0.0,0.0
0.008799999999999999,0.044,0.09808745142612563,-2.7010531116275085e-17,-1.6653345369377348e-16,0.0,0.5859880182578927,0.26620175530350043,0.9760212364785917,0.010540732758379944,0.8451492217604049,0.07306660410875512,0.0,0.0,0.0,0.0,0.0,0.0
0.0058000000000000005,0.029,0.06516745292071208,1.0670538080824729e-17,-1.1102230246251565e-16,0.0,0.6445541389964132,0.5049981759614606,0.9631506070022317,0.016305797324209302,0.8080380428372111,0.09256819194157294,0.0,0.0,0.0,0.0,0.0,0.0
0.0126,0.063,0.14378453856054554,4.089095665480531e-18,1.1102230246251565e-16,0.0,0.6432891192763124,0.5459114703606887,0.9504225170640961,0.02208328309431687,0.7773399835266692,0.1093889931996904,0.0,0.0,0.0,0.0,0.0,0.0
0.0108,0.054,0.1257884817654637,-3.7768158394093296e-18,-5.551115123125783e-17,0.0,0.5796335447498238,0.2760708632904628,0.9728809337665987,0.011940307699043648,0.8353213242906012,0.07814643167503661,0.0,0.0,0.0,0.0,0.0,0.0
0.013600000000000001,0.068,0.14948592208322317,2.959191740346888e-17,0.0,0.0,0.5482201464276698,0.16494288990175573,0.9819702688602976,0.007901661159466849,0.8657251656500653,0.06261995785050052,0.0,0.0,0.0,0.0,0.0,0.0
0.004200000000000001,0.021,0.04765052651878454,-9.878966416377348e-18,0.0,0.0,0.5902038036869498,0.32913306158867217,0.9795761443078547,0.00896179982500156,0.8570879442029283,0.0669746136398255,0.0,0.0,0.0,0.0,0.0,0.0
0.008,0.04,0.08590553551159438,1.0133166491104733e-18,-5.551115123125783e-17,0.0,0.53453125,0.15872218010141712,0.9861043618373705,0.006077120178825367,0.8821202385367636,0.054472213763891913,0.0,0.0,0.0,0.0,0.0,0.0
0.0158,0.079,0.18649529005197737,-3.6239506449904645e-17,1.1102230246251565e-16,0.0,0.5587075138470843,0.17538218578172018,0.9770958730463142,0.010062821038458925,0.8486589052712851,0.0712668272165579,0.0,0.0,0.0,0.0,0.0,0.0
0.0078,0.039,0.09236353758046764,-3.140017069443197e-17,0.0,0.0,0.6122628672056352,0.4023018061937955,0.9635803514240685,0.016112064376377477,0.80916067340317,0.0919652328451662,0.0,0.0,0.0,0.0,0.0,0.0
0.0092,0.046,0.10620308891848956,1.1563185143738979e-18,1.1102230246251565e-16,0.0,0.5789353750797557,0.26721729595881993,0.9783008014377741,0.009527590694087925,0.8526935216556111,0.06920703655922092,0.0,0.0,0.0,0.0,0.0,0.0
0.0021999999999999997,0.011,0.025896203314626366,6.927101758999458e-18,5.551115123125783e-17,0.0,0.5930692159205809,0.26607079548844875,0.9861499957138551,0.0060570228311655466,0.8823139588305186,0.054376849873219155,0.0,0.0,0.0,0.0,0.0,0.0
0.0222,0.111,0.25488111151901227,-4.914373537257528e-17,-1.6653345369377348e-16,0.0,0.5362843158118749,0.1310222825630101,0.9811615636820115,0.008259473314984223,0.8627468167291245,0.06411663444682165,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.005,0.011627541612580134,8.351119040447923e-18,1.1102230246251565e-16,0.0,0.8984924623115578,1.601025311376026,0.9436423413867778,0.025192580484537604,0.7626023196970491,0.11770187801580233,0.0,0.0,0.0,0.0,0.0,0.0
0.0062,0.031,0.07213337800340126,4.5591592728440456e-17,0.0,0.0,0.5825094044408935,0.3290145617614643,0.972700584317348,0.012020823236552819,0.8347746518156125,0.07843074688945785,0.0,0.0,0.0,0.0,0.0,0.0
0.0038,0.019,0.04331239289135802,5.8455607401323864e-18,5.551115123125783e-17,0.0,0.5800740383067761,0.2189758798715336,0.9883002857205834,0.005111079079231036,0.8918347824880076,0.049715593717704516,0.0,0.0,0.0,0.0,0.0,0.0
0.014199999999999999,0.071,0.16062165757158225,-2.4206466957105476e-17,0.0,0.0,0.5724920026076805,0.23883690498871363,0.9735263860430886,0.011652273052406556,0.8372928583100564,0.07712261309095585,0.0,0.0,0.0,0.0,0.0,0.0
0.0086,0.043,0.10042189988743064,-3.906366329680049e-17,5.551115123125783e-17,0.0,0.5775558309640106,0.301819976888324,0.9697065584437466,0.013359667103781326,0.8259498878016641,0.08304630148278754,0.0,0.0,0.0,0.0,0.0,0.0
0.0052,0.026,0.06294510554856385,1.816834548588736e-17,1.1102230246251565e-16,0.0,0.6597693887221607,0.4983601135013631,0.9685019859537073,0.013899484405012767,0.8225232013859483,0.08485184281047997,0.0,0.0,0.0,0.0,0.0,0.0
0.0064,0.032,0.07530106674303376,2.147327336643589e-17,0.0,0.0,0.6029829545454545,0.3528174380315259,0.9708597256978213,0.012843514434121198,0.8292947736530052,0.08129107160165633,0.0,0.0,0.0,0.0,0.0,0.0
0.0026,0.013,0.029410074738952623,-1.295163634795515e-17,-1.1102230246251565e-16,0.0,0.6817083625594265,0.5948979122287007,0.9720564204833658,0.012308526849992,0.8328366681456901,0.07944016195241745,0.0,0.0,0.0,0.0,0.0,0.0
0.0086,0.043,0.0940542164864191,-6.455013477290665e-17,-1.1102230246251565e-16,0.0,0.5893416927899686,0.3077967746973619,0.9714427234882412,0.012582800423230612,0.8310110165964693,0.08039321879670436,0.0,0.0,0.0,0.0,0.0,0.0
0.0172,0.086,0.18831554019919694,-1.764979948094884e-18,-5.551115123125783e-17,0.0,0.5714849117093277,0.2670767539448414,0.9686506634811215,0.013832819725918287,0.8229425615262707,0.08463047594534018,0.0,0.0,0.0,0.0,0.0,0.0
0.0021999999999999997,0.011,0.025896203314626366,2.1613878161963865e-17,-5.551115123125783e-17,0.0,0.7068664399301405,0.595432387787362,0.9723487281380273,0.0121779495343704,0.8337132841686603,0.07898327851354164,0.0,0.0,0.0,0.0,0.0,0.0
0.0162,0.081,0.18419119607245443,-2.4699738857233894e-17,-5.551115123125783e-17,0.0,0.6035814559572268,0.3820044163049054,0.9571771324717878,0.019007685486878558,0.793063131539563,0.10069223943151415,0.0,0.0,0.0,0.0,0.0,0.0
0.0082,0.041,0.0940531093799693,-3.438597367985958e-18,0.0,0.0,0.5526590198123045,0.18299748667011867,0.9873183324540961,0.005542798963136861,0.8873870897902735,0.051886893935476915,0.0,0.0,0.0,0.0,0.0,0.0
0.008,0.04,0.09238182869357064,-1.6943894058604293e-17,0.0,0.0,0.589765625,0.2965315423657865,0.974869003446006,0.011053738047825605,0.8414724107481792,0.07496011861417913,0.0,0.0,0.0,0.0,0.0,0.0
0.011,0.055,0.1217355581852729,3.325063958131196e-17,-5.551115123125783e-17,0.0,0.6172005772005772,0.41609929693802894,0.9650347548029613,0.01545704567449993,0.8130100398496254,0.08990409127632668,0.0,0.0,0.0,0.0,0.0,0.0
0.011600000000000001,0.058,0.12753543255341976,-5.238064382942866e-18,-5.551115123125783e-17,0.0,0.5584779266417746,0.18042593503456844,0.9799641577491242,0.0087898083650932,0.8584519789934321,0.06628399385364,0.0,0.0,0.0,0.0,0.0,0.0
0.0188,0.094,0.20687046244906532,-4.432171278629662e-17,5.551115123125783e-17,0.0,0.5749495091822836,0.2978473901358795,0.9607218780259681,0.01740231922051341,0.8018129116868812,0.09592695453446773,0.0,0.0,0.0,0.0,0.0,0.0
0.0152,0.076,0.18805226156626195,-4.3179232852675565e-18,-1.1102230246251565e-16,0.0,0.5510509227614491,0.1603905237748083,0.9810755794626871,0.008297534435310781,0.8624339411871049,0.06427416011164003,0.0,0.0,0.0,0.0,0.0,0.0
0.0194,0.097,0.21401789554024137,-1.5811548681787244e-17,1.1102230246251565e-16,0.0,0.5611763765683688,0.2405251190345591,0.9690378746604479,0.01365924830054113,0.8240394210638299,0.08405201167548498,0.0,0.0,0.0,0.0,0.0,0.0
0.0126,0.063,0.13201984126226185,-6.164801512959617e-17,-3.885780586188048e-16,0.0,0.5395639579204146,0.1327283517967238,0.9890063161629332,0.00480093482754301,0.8951492306319752,0.04810455726794765,0.0,0.0,0.0,0.0,0.0,0.0
0.0184,0.092,0.22040780841337412,-1.7987599647188278e-17,-1.1102230246251565e-16,0.0,0.5839638000383068,0.2979220504851874,0.9648389781556401,0.015545159955197898,0.8124872755134738,0.09018343184761883,0.0,0.0,0.0,0.0,0.0,0.0
0.0188,0.094,0.20237397044389366,-9.925289759864534e-18,2.220446049250313e-16,0.0,0.5417899581982998,0.17524414356004284,0.977640496285397,0.00982081717821344,0.8504690543245211,0.07034148426258886,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,0.065,0.15545129299809915,4.75667259109833e-17,1.6653345369377348e-16,0.0,0.5777540106951872,0.2835060429620289,0.9741486658951888,0.011374759906778407,0.8392164992767877,0.07612598635593647,0.0,0.0,0.0,0.0,0.0,0.0
0.0066,0.033,0.07575264215758076,-3.153758070302467e-17,-5.551115123125783e-17,0.0,0.5894205759769359,0.30616647650540296,0.9822500376685759,0.007777945861277854,0.8667710154229791,0.062095619793757564,0.0,0.0,0.0,0.0,0.0,0.0
0.014199999999999999,0.071,0.15919167027599007,-2.931025260792975e-17,-2.220446049250313e-16,0.0,0.536636395336497,0.12453113202640534,0.9865793424446596,0.005867982281761275,0.8841524382848721,0.05347285105194335,0.0,0.0,0.0,0.0,0.0,0.0
0.0034000000000000002,0.017,0.03893414380300744,1.0015247713813422e-17,0.0,0.0,0.6929567350846747,0.6860837517313351,0.9650905460587536,0.015431938667690624,0.8131592818969953,0.08982437633280156,0.0,0.0,0.0,0.0,0.0,0.0
0.0118,0.059,0.13587525966779476,-1.7969697627668014e-17,5.551115123125783e-17,0.0,0.5857814441902772,0.30999183720269535,0.9678859653047952,0.01417580752240508,0.8207961085935778,0.08576471122390393,0.0,0.0,0.0,0.0,0.0,0.0
0.014000000000000002,0.07,0.17213575500270856,-8.282641950801565e-18,1.1102230246251565e-16,0.0,0.58752688172043,0.2851754417605059,0.9725308772087188,0.01209660122232175,0.8342618849169532,0.07869759765838431,0.0,0.0,0.0,0.0,0.0,0.0
0.0152,0.076,0.17081509557958582,-3.496921858773855e-17,-1.6653345369377348e-16,0.0,0.524279448621554,0.08340735852088318,0.990088171736529,0.004326127833232463,0.9004418347724759,0.045544335763063486,0.0,0.0,0.0,0.0,0.0,0.0
0.0256,0.128,0.28613403814637506,-5.448413506444399e-17,2.220446049250313e-16,0.0,0.5380501003440368,0.13543292156756892,0.983131431027764,0.0073884191418702614,0.8701209448285213,0.060420377242303244,0.0,0.0,0.0,0.0,0.0,0.0
0.022,0.11,0.26220903470834606,1.2627261504125738e-17,-1.1102230246251565e-16,0.0,0.5829417773237998,0.29062009962451113,0.9556514253576652,0.019700488109954707,0.7894089872707413,0.10269793355252264,0.0,0.0,0.0,0.0,0.0,0.0
0.0112,0.056,0.1304477879577353,-1.3490609840353463e-17,0.0,0.0,0.5683641041162228,0.23001435310862167,0.9765111317531577,0.01032280160150831,0.8467392149085674,0.07225032634619102,0.0,0.0,0.0,0.0,0.0,0.0
0.013800000000000002,0.069,0.15267398886164085,1.565541418341172e-17,-5.551115123125783e-17,0.0,0.5528728653932968,0.16968868743339124,0.9801190074370368,0.008721188455163571,0.8590000263724733,0.06600682283532411,0.0,0.0,0.0,0.0,0.0,0.0
