index,label_original,label_name,quality_score,is_issue,suggested_label,suggested_name,prob_MCAR,prob_MAR,prob_MNAR,group,rank
97,0,MCAR,0.00016973788900646755,True,2,MNAR,0.00016973788900646755,0.08806859444725998,0.9117616676637336,MCAR_cylinderbands_bladepressure,84
131,0,MCAR,0.0001700663780052859,True,2,MNAR,0.0001700663780052859,0.001032587128552041,0.9987973464934425,MCAR_cylinderbands_bladepressure,85
650,1,MAR,0.0001818521526301929,True,2,MNAR,3.8291856169877455e-06,0.0001818521526301929,0.9998143186617527,MAR_sick_tsh,86
15,0,MCAR,0.0001844512820087514,True,1,MAR,0.0001844512820087514,0.9996766887783147,0.000138859939676461,MCAR_autompg_horsepower,87
23,0,MCAR,0.00018449629862148998,True,1,MAR,0.00018449629862148998,0.9994806592656578,0.00033484443572079993,MCAR_autompg_horsepower,88
592,1,MAR,0.00018527625584697797,True,0,MCAR,0.9968275229218128,0.00018527625584697797,0.0029872008223404555,MAR_sick_t3,89
625,1,MAR,0.00018640016823020066,True,0,MCAR,0.9992694448416355,0.00018640016823020066,0.0005441549901343572,MAR_sick_t3,90
24,0,MCAR,0.00018988621814123436,True,1,MAR,0.00018988621814123436,0.998169215032094,0.0016408987497647444,MCAR_autompg_horsepower,91
18,0,MCAR,0.00018997219987503298,True,1,MAR,0.00018997219987503298,0.999347577514534,0.00046245028559092997,MCAR_autompg_horsepower,92
652,1,MAR,0.00019039121918295658,True,2,MNAR,7.527837309701486e-05,0.00019039121918295658,0.9997343304077201,MAR_sick_tsh,93
635,1,MAR,0.00019414768893155924,True,2,MNAR,7.618560957153947e-06,0.00019414768893155924,0.9997982337501112,MAR_sick_tsh,94
29,0,MCAR,0.00019525674924797127,True,1,MAR,0.00019525674924797127,0.9990289864182376,0.0007757568325144774,MCAR_autompg_horsepower,95
632,1,MAR,0.0002055764324261844,True,2,MNAR,2.2896748175238707e-06,0.0002055764324261844,0.9997921338927562,MAR_sick_tsh,96
663,1,MAR,0.00020762535614839446,True,2,MNAR,2.5711249168279422e-05,0.00020762535614839446,0.9997666633946832,MAR_sick_tsh,97
645,1,MAR,0.0002082987260203236,True,2,MNAR,0.002204317522439969,0.0002082987260203236,0.9975873837515398,MAR_sick_tsh,98
1071,2,MNAR,0.00021576913357204854,True,1,MAR,2.666692689335884e-07,0.999783964197159,0.00021576913357204854,MNAR_mroz_wages,99
399,1,MAR,0.0002158364208202738,True,2,MNAR,8.463992054486031e-05,0.0002158364208202738,0.9996995236586348,MAR_kidney_hemo,100
91,0,MCAR,0.00022278465714167597,True,2,MNAR,0.00022278465714167597,0.002614711371623055,0.9971625039712352,MCAR_cylinderbands_bladepressure,101
13,0,MCAR,0.00022640473375825493,True,1,MAR,0.00022640473375825493,0.9995896676712913,0.00018392759495041054,MCAR_autompg_horsepower,102
673,1,MAR,0.0002339889559380067,True,2,MNAR,1.2701239232591762e-05,0.0002339889559380067,0.9997533098048293,MAR_sick_tsh,103
614,1,MAR,0.0002393337667513251,True,0,MCAR,0.9997558013341958,0.0002393337667513251,4.864899052891496e-06,MAR_sick_t3,104
895,2,MNAR,0.0002508986507431813,True,0,MCAR,0.9811413714196984,0.01860772992955845,0.0002508986507431813,MNAR_cylinderbands_varnishpct,105
395,1,MAR,0.0002529477514449364,True,2,MNAR,1.6349684155464727e-06,0.0002529477514449364,0.9997454172801397,MAR_kidney_hemo,106
908,2,MNAR,0.00025856873322794026,True,0,MCAR,0.9969755746570826,0.002765856609689505,0.00025856873322794026,MNAR_cylinderbands_varnishpct,107
103,0,MCAR,0.0002635180390867033,True,2,MNAR,0.0002635180390867033,0.21023381524317314,0.7895026667177402,MCAR_cylinderbands_bladepressure,108
602,1,MAR,0.00027379051843188617,True,0,MCAR,0.9996750826617133,0.00027379051843188617,5.1126819854748155e-05,MAR_sick_t3,109
913,2,MNAR,0.00028130519234388824,True,1,MAR,4.428682857710294e-05,0.9996744079790788,0.00028130519234388824,MNAR_cylinderbands_varnishpct,110
152,0,MCAR,0.0002834719216092286,True,2,MNAR,0.0002834719216092286,0.03321768472223655,0.9664988433561542,MCAR_cylinderbands_esavoltage,111
114,0,MCAR,0.0002848843500418768,True,1,MAR,0.0002848843500418768,0.829681134580664,0.17003398106929424,MCAR_cylinderbands_bladepressure,112
138,0,MCAR,0.0002930565997768093,True,2,MNAR,0.0002930565997768093,0.0003345748597333669,0.9993723685404899,MCAR_cylinderbands_esavoltage,113
1079,2,MNAR,0.0002998370166031612,True,1,MAR,1.9049869625429633e-05,0.9996811131137713,0.0002998370166031612,MNAR_mroz_wages,114
676,1,MAR,0.0003040995542489919,True,2,MNAR,0.00013233613393506715,0.0003040995542489919,0.9995635643118159,MAR_sick_tsh,115
93,0,MCAR,0.0003111350317084147,True,1,MAR,0.0003111350317084147,0.9298000293178025,0.06988883565048892,MCAR_cylinderbands_bladepressure,116
639,1,MAR,0.0003150453550529877,True,2,MNAR,7.149214328411554e-05,0.0003150453550529877,0.9996134625016628,MAR_sick_tsh,117
429,1,MAR,0.0003183245509508241,True,2,MNAR,6.058638728796779e-06,0.0003183245509508241,0.9996756168103202,MAR_kidney_hemo,118
228,0,MCAR,0.0003249330008740627,True,1,MAR,0.0003249330008740627,0.9952572726528971,0.004417794346228944,MCAR_hypothyroid_t4u,119
124,0,MCAR,0.00034507435294439627,True,1,MAR,0.00034507435294439627,0.6819472626976636,0.3177076629493921,MCAR_cylinderbands_bladepressure,120
106,0,MCAR,0.0003477124183257513,True,1,MAR,0.0003477124183257513,0.8127927661157556,0.18685952146591872,MCAR_cylinderbands_bladepressure,121
119,0,MCAR,0.0003497854336407344,True,1,MAR,0.0003497854336407344,0.933168290424789,0.06648192414157034,MCAR_cylinderbands_bladepressure,122
398,1,MAR,0.0003724975743624158,True,2,MNAR,1.4475938551883365e-05,0.0003724975743624158,0.9996130264870857,MAR_kidney_hemo,123
824,2,MNAR,0.00038306667344429235,True,0,MCAR,0.9964505718284868,0.0031663614980688825,0.00038306667344429235,MNAR_adult_capitalgain,124
598,1,MAR,0.00038400219535170924,True,0,MCAR,0.9958499189606106,0.00038400219535170924,0.003766078844037631,MAR_sick_t3,125
32,0,MCAR,0.00039386990329439976,True,1,MAR,0.00039386990329439976,0.9992958134855872,0.00031031661111833827,MCAR_autompg_horsepower,126
953,2,MNAR,0.00039410019371886575,True,1,MAR,0.0006720710188656427,0.9989338287874155,0.00039410019371886575,MNAR_kidney_pot,127
1041,2,MNAR,0.00042106294747353094,True,1,MAR,1.407454916668079e-06,0.9995775295976096,0.00042106294747353094,MNAR_mroz_wages,128
606,1,MAR,0.00043957509259219513,True,0,MCAR,0.9972240487619275,0.00043957509259219513,0.002336376145480274,MAR_sick_t3,129
175,0,MCAR,0.0004406476615377934,True,2,MNAR,0.0004406476615377934,0.04545467915946414,0.954104673178998,MCAR_cylinderbands_esavoltage,130
389,1,MAR,0.00046135834820798326,True,2,MNAR,0.00012851921079512136,0.00046135834820798326,0.9994101224409969,MAR_kidney_hemo,131
925,2,MNAR,0.000487708789174171,True,1,MAR,1.4798114902788822e-06,0.9995108113993355,0.000487708789174171,MNAR_cylinderbands_varnishpct,132
117,0,MCAR,0.00048805952939422653,True,1,MAR,0.00048805952939422653,0.8417295498309162,0.15778239063968963,MCAR_cylinderbands_bladepressure,133
679,1,MAR,0.000490120931273867,True,2,MNAR,0.0008532099649253032,0.000490120931273867,0.9986566691038008,MAR_sick_tsh,134
383,1,MAR,0.0005028200857717642,True,2,MNAR,9.840157859458782e-06,0.0005028200857717642,0.9994873397563688,MAR_kidney_hemo,135
21,0,MCAR,0.0005086801102144442,True,1,MAR,0.0005086801102144442,0.9993123472932431,0.00017897259654240535,MCAR_autompg_horsepower,136
924,2,MNAR,0.0005112894033501309,True,0,MCAR,0.9992569758485571,0.00023173474809293999,0.0005112894033501309,MNAR_cylinderbands_varnishpct,137
94,0,MCAR,0.0005122067572480581,True,1,MAR,0.0005122067572480581,0.9661057787428767,0.0333820144998751,MCAR_cylinderbands_bladepressure,138
956,2,MNAR,0.0005311819296348753,True,1,MAR,0.00015972692545119263,0.9993090911449142,0.0005311819296348753,MNAR_kidney_pot,139
623,1,MAR,0.0005670636212835305,True,0,MCAR,0.9994178418462255,0.0005670636212835305,1.5094532490981953e-05,MAR_sick_t3,140
608,1,MAR,0.0005687642058873347,True,0,MCAR,0.9994248703082664,0.0005687642058873347,6.3654858462950775e-06,MAR_sick_t3,141
229,0,MCAR,0.0006060363428302063,True,2,MNAR,0.0006060363428302063,0.08757872146709836,0.9118152421900715,MCAR_hypothyroid_t4u,142
1039,2,MNAR,0.0006115135463792507,True,1,MAR,9.326241379949887e-06,0.9993791602122408,0.0006115135463792507,MNAR_mroz_wages,143
655,1,MAR,0.0006319029266330981,True,2,MNAR,0.00017729783226352462,0.0006319029266330981,0.9991907992411034,MAR_sick_tsh,144
1044,2,MNAR,0.0006549616397733691,True,1,MAR,1.3715257956347104e-06,0.999343666834431,0.0006549616397733691,MNAR_mroz_wages,145
143,0,MCAR,0.0006592897279106371,True,2,MNAR,0.0006592897279106371,0.04640238081848995,0.9529383294535994,MCAR_cylinderbands_esavoltage,146
1089,2,MNAR,0.0006603792858050976,True,1,MAR,2.137534226254514e-05,0.9993182453719325,0.0006603792858050976,MNAR_pima_insulin,147
390,1,MAR,0.0006725798286113673,True,2,MNAR,1.3671676574089407e-05,0.0006725798286113673,0.9993137484948146,MAR_kidney_hemo,148
675,1,MAR,0.0006752675273374594,True,2,MNAR,8.851641686800723e-06,0.0006752675273374594,0.9993158808309759,MAR_sick_tsh,149
668,1,MAR,0.0006766195273695105,True,2,MNAR,8.822146820307556e-05,0.0006766195273695105,0.9992351590044274,MAR_sick_tsh,150
767,1,MAR,0.0006963885876857925,True,2,MNAR,1.7891242331196158e-05,0.0006963885876857925,0.9992857201699831,MAR_titanic_age_v2,151
415,1,MAR,0.0007153717314537141,True,2,MNAR,7.682751508718817e-05,0.0007153717314537141,0.999207800753459,MAR_kidney_hemo,152
654,1,MAR,0.0007157789561347922,True,2,MNAR,0.00017419046731628448,0.0007157789561347922,0.9991100305765489,MAR_sick_tsh,153
8,0,MCAR,0.0007166085653930271,True,1,MAR,0.0007166085653930271,0.9979652282989147,0.0013181631356922927,MCAR_autompg_horsepower,154
16,0,MCAR,0.0007607844903383681,True,1,MAR,0.0007607844903383681,0.9983644027736843,0.0008748127359772229,MCAR_autompg_horsepower,155
888,2,MNAR,0.0007654202563957188,True,1,MAR,0.00017073014186785103,0.9990638496017364,0.0007654202563957188,MNAR_cylinderbands_varnishpct,156
11,0,MCAR,0.0007865003336622356,True,1,MAR,0.0007865003336622356,0.9988410397010595,0.0003724599652781054,MCAR_autompg_horsepower,157
10,0,MCAR,0.0007910903212549474,True,1,MAR,0.0007910903212549474,0.9978661793585079,0.0013427303202372524,MCAR_autompg_horsepower,158
613,1,MAR,0.0008126763697312254,True,0,MCAR,0.9991493532933705,0.0008126763697312254,3.7970336898318905e-05,MAR_sick_t3,159
426,1,MAR,0.0008237520907918603,True,2,MNAR,3.5648831547792987e-06,0.0008237520907918603,0.9991726830260533,MAR_kidney_hemo,160
95,0,MCAR,0.0008558353087113972,True,1,MAR,0.0008558353087113972,0.9562619579109549,0.042882206780333554,MCAR_cylinderbands_bladepressure,161
14,0,MCAR,0.0008598392289501094,True,1,MAR,0.0008598392289501094,0.9890232037883488,0.010116956982701038,MCAR_autompg_horsepower,162
1060,2,MNAR,0.000878222438649384,True,1,MAR,5.4209453816593444e-05,0.9990675681075342,0.000878222438649384,MNAR_mroz_wages,163
938,2,MNAR,0.0009181222130128368,True,1,MAR,0.01054645046923737,0.9885354273177499,0.0009181222130128368,MNAR_kidney_pot,164
1115,2,MNAR,0.0009485937912102878,True,1,MAR,1.2749119509956525e-05,0.99903865708928,0.0009485937912102878,MNAR_pima_insulin,165
634,1,MAR,0.0009516689906904708,True,2,MNAR,0.00055246999877071,0.0009516689906904708,0.9984958610105389,MAR_sick_tsh,166
1032,2,MNAR,0.0009586706120898952,True,1,MAR,1.6351261836021939e-06,0.9990396942617266,0.0009586706120898952,MNAR_mroz_wages,167
386,1,MAR,0.0009737959576097122,True,2,MNAR,1.1270732108518811e-06,0.0009737959576097122,0.9990250769691793,MAR_kidney_hemo,168
666,1,MAR,0.000988560275359275,True,2,MNAR,0.000422952945548968,0.000988560275359275,0.9985884867790917,MAR_sick_tsh,169
964,2,MNAR,0.0010075279308908597,True,1,MAR,0.00020831696679337808,0.9987841551023158,0.0010075279308908597,MNAR_kidney_pot,170
320,1,MAR,0.0010157768048082321,True,2,MNAR,0.04559262149487772,0.0010157768048082321,0.953391601700314,MAR_colic_resprate,171
1050,2,MNAR,0.001021836433803703,True,1,MAR,4.165265180925685e-05,0.9989365109143871,0.001021836433803703,MNAR_mroz_wages,172
169,0,MCAR,0.0010519864007112487,True,1,MAR,0.0010519864007112487,0.9050168858458492,0.09393112775343954,MCAR_cylinderbands_esavoltage,173
642,1,MAR,0.001077075182779155,True,2,MNAR,4.042592264944172e-05,0.001077075182779155,0.9988824988945714,MAR_sick_tsh,174
25,0,MCAR,0.0010815931184972748,True,1,MAR,0.0010815931184972748,0.9972166733057356,0.0017017335757671338,MCAR_autompg_horsepower,175
101,0,MCAR,0.0010993868471819296,True,1,MAR,0.0010993868471819296,0.9387727107580014,0.060127902394816586,MCAR_cylinderbands_bladepressure,176
968,2,MNAR,0.0011185783949437791,True,1,MAR,0.0008690617949402683,0.998012359810116,0.0011185783949437791,MNAR_kidney_pot,177
1034,2,MNAR,0.0011312370646995923,True,1,MAR,1.00215239259114e-06,0.9988677607829078,0.0011312370646995923,MNAR_mroz_wages,178
601,1,MAR,0.0012092693953855203,True,0,MCAR,0.95869248061869,0.0012092693953855203,0.04009824998592459,MAR_sick_t3,179
901,2,MNAR,0.0012540043320611938,True,0,MCAR,0.9986598383547365,8.615731320254597e-05,0.0012540043320611938,MNAR_cylinderbands_varnishpct,180
83,0,MCAR,0.0012640488183190421,True,2,MNAR,0.0012640488183190421,0.37020329065420227,0.6285326605274788,MCAR_cylinderbands_bladepressure,181
658,1,MAR,0.0012698287593304637,True,2,MNAR,0.000261851323331956,0.0012698287593304637,0.9984683199173375,MAR_sick_tsh,182
1053,2,MNAR,0.0012765859623402472,True,1,MAR,7.536531085041216e-06,0.9987158775065748,0.0012765859623402472,MNAR_mroz_wages,183
116,0,MCAR,0.001316167267326296,True,1,MAR,0.001316167267326296,0.9613418398705111,0.03734199286216261,MCAR_cylinderbands_bladepressure,184
148,0,MCAR,0.0013252645545321282,True,2,MNAR,0.0013252645545321282,0.24137001450631163,0.7573047209391562,MCAR_cylinderbands_esavoltage,185
20,0,MCAR,0.0013536342235858471,True,1,MAR,0.0013536342235858471,0.9980977579626377,0.0005486078137766011,MCAR_autompg_horsepower,186
1065,2,MNAR,0.0013684813027517637,True,1,MAR,5.774901450853382e-06,0.9986257437957973,0.0013684813027517637,MNAR_mroz_wages,187
35,0,MCAR,0.001381489388148586,True,1,MAR,0.001381489388148586,0.997727535902312,0.0008909747095396081,MCAR_autompg_horsepower,188
830,2,MNAR,0.001386994340394416,True,0,MCAR,0.997251791433532,0.001361214226073433,0.001386994340394416,MNAR_adult_capitalgain,189
